Schlüssel;Straftat;erfasste Fälle;Jahr
131300;Sexuelle Handlungen § 176 Abs. 4 Nr. 2 StGB;590;2016
131400;Einwirken auf Kinder § 176 Abs. 4 Nr. 3 und 4 StGB;2028;2016
131500;Vollzug des Beischlafs mit einem Kind oder Vornahme einer ähnlichen sexuellen Handlung nach § 176a Abs. 2 Nr. 1 StGB;831;2016
131600;Schwerer sexueller Missbrauch von Kindern zur Herstellung und Verbreitung pornographischer Schriften § 176a Abs. 3 StGB;106;2016
131700;Sonstiger schwerer sexueller Missbrauch von Kindern § 176a StGB;1366;2016
131800;Sexueller Missbrauch von Kindern mit Todesfolge § 176b StGB;0;2016
132000;Exhibitionistische Handlungen und Erregung öffentlichen Ärgernisses §§ 183, 183a StGB;8001;2016
132010;Exhibitionistische Handlungen § 183 StGB;7099;2016
132020;Erregung öffentlichen Ärgernisses § 183a StGB;902;2016
133000;Sexueller Missbrauch von Jugendlichen § 182 StGB;1161;2016
134000;Sexueller Missbrauch Widerstandsunfähiger § 179 StGB;1493;2016
140000;Ausnutzen sexueller Neigung §§ 180, 180a, 181a, 184, 184a, 184b, 184c, 184d, 184e, 184f, 184g StGB;10235;2016
140010;Ausübung der verbotenen Prostitution § 184f StGB;973;2016
140020;Jugendgefährdende Prostitution § 184g StGB;13;2016
141000;Förderung sexueller Handlungen Minderjähriger oder Ausbeuten von Prostituierten §§ 180, 180a StGB;123;2016
141100;Förderung sexueller Handlungen Minderjähriger § 180 StGB;99;2016
141200;Ausbeuten von Prostituierten § 180a StGB;24;2016
142000;Zuhälterei § 181a StGB;209;2016
143000;Verbreitung pornographischer Schriften (Erzeugnisse) §§ 184, 184a, 184b, 184c, 184d, 184e StGB;8917;2016
143010;Sonstige Verbreitung pornographischer Schriften (Erzeugnisse) § 184 StGB;946;2016
143020;Verbreitung gewalt- oder tierpornographischer Schriften § 184a StGB;100;2016
143030;Zugänglichmachen pornographischer Inhalte mittels Rundfunk oder Telemedien;75;2016
143040;Veranstaltung und Besuch kinder- und jugendpornographischer Darbietungen § 184e;0;2016
143100;Verbreitung pornographischer Schriften (Erzeugnisse) an Personen unter 18 Jahren § 184 Abs. 1 Nr. 1, 2, 5 StGB;1053;2016
143200;Verbreitung, Erwerb, Besitz und Herstellung kinderpornographischer Schriften § 184b StGB;5687;2016
143210;Verbreitung, Erwerb, Besitz und Herstellung von Kinderpornographie § 184b Abs. 1 StGB;2807;2016
143211;Verbreitung von Kinderpornographie § 184b Abs. 1 Nr. 1 StGB;2478;2016
143212;Besitzverschaffung für andere von Kinderpornographie § 184b Abs. 1 Nr. 2 StGB;218;2016
143213;Herstellung auch ohne Verbreitungsabsicht von Kinderpornographie mit tatsächlichem Geschehen § 184b Abs. 1 Nr. 3 StGB;64;2016
143214;Herstellung mit Verbreitungsabsicht von Kinderpornographie § 184b Abs. 1 Nr. 4 StGB;47;2016
143220;Verbreitung und Herstellung von Kinderpornographie gewerbs-/bandenmäßig § 184b Abs. 2 StGB;37;2016
143230;Besitz oder sich Verschaffen von Kinderpornographie § 184b Abs. 3 StGB;2843;2016
143500;Verbreitung, Erwerb, Besitz und Herstellung jugendpornographischer Schriften § 184c StGB;1056;2016
143510;Verbreitung, Erwerb, Besitz und Herstellung von Jugendpornographie § 184c Abs. 1 StGB;563;2016
143511;Verbreitung von Jugendpornographie § 184c Abs. 1 Nr. 1 StGB;464;2016
143512;Besitzverschaffung für andere von Jugendpornographie § 184c Abs. 1 Nr. 2 StGB;24;2016
143513;Herstellung auch ohne Verbreitungsabsicht mit tatsächlichem Geschehen von Jugendpornografie § 184c Abs. 1 Nr. 3 StGB;50;2016
143514;Herstellung mit Verbreitungsabsicht von Jugendpornographie § 184c Abs. 1 Nr. 4 StGB;25;2016
143520;Verbreitung und Herstellung von Jugendpornographie gewerbs-/bandenmäßig § 184c Abs. 2 StGB;3;2016
143530;Besitz oder sich Verschaffen von Jugendpornographie § 184c Abs. 3 StGB;490;2016
200000;Rohheitsdelikte und Straftaten gegen die persönliche Freiheit;815709;2016
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;43009;2016
210010;Sonstiger Raub § 249 StGB;3173;2016
210020;Sonstiger schwerer Raub § 250 StGB;1142;2016
210030;Sonstiger Raub mit Todesfolge § 251 StGB;0;2016
210040;Räuberischer Diebstahl § 252 StGB;9204;2016
210050;Sonstige räuberische Erpressung § 255 StGB;2478;2016
211000;Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;164;2016
211100;Raub, räuberische Erpressung auf/gegen Geldinstitute (Banken/Sparkassen);128;2016
211110;Raub auf Geldinstitute (Banken/Sparkassen) § 249 StGB;7;2016
211120;Schwerer Raub auf Geldinstitute (Banken/Sparkassen) § 250 StGB;47;2016
211130;Raub mit Todesfolge auf Geldinstitute (Banken/Sparkassen) § 251 StGB;0;2016
211150;Räuberische Erpressung gegen Geldinstitute (Banken/Sparkassen) § 255 StGB;74;2016
211200;Raub, räuberische Erpressung auf/gegen Postfilialen und -agenturen;36;2016
211210;Raub auf Postfilialen und -agenturen § 249 StGB;1;2016
211220;Schwerer Raub auf Postfilialen und -agenturen § 250 StGB;18;2016
211230;Raub mit Todesfolge auf Postfilialen und -agenturen § 251 StGB;0;2016
211250;Räuberische Erpressung gegen Postfilialen und -agenturen § 255 StGB;17;2016
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;3057;2016
212010;Raub auf sonstige Zahlstellen oder Geschäfte § 249 StGB;252;2016
212020;Schwerer Raub auf sonstige Zahlstellen oder Geschäfte § 250 StGB;1025;2016
212030;Raub mit Todesfolge auf sonstige Zahlstellen oder Geschäfte § 251 StGB;0;2016
212050;Räuberische Erpressung gegen sonstige Zahlstellen oder Geschäfte § 255 StGB;576;2016
212100;Raub, räuberische Erpressung auf/gegen Spielhallen;633;2016
212110;Raub auf Spielhallen § 249 StGB;78;2016
212120;Schwerer Raub auf Spielhallen § 250 StGB;352;2016
212130;Raub mit Todesfolge auf Spielhallen § 251 StGB;0;2016
212150;Räuberische Erpressung gegen Spielhallen § 255 StGB;203;2016
212200;Raub, räuberische Erpressung auf/gegen Tankstellen;571;2016
212210;Raub auf Tankstellen § 249 StGB;57;2016
212220;Schwerer Raub auf Tankstellen § 250 StGB;269;2016
212230;Raub mit Todesfolge auf Tankstellen § 251 StGB;0;2016
212250;Räuberische Erpressung gegen Tankstellen § 255 StGB;245;2016
213000;Raub, räuberische Erpressung auf/gegen Geld- und Werttransporte;87;2016
213100;Raub, räuberische Erpressung auf/gegen Geld- und Kassenboten;84;2016
213110;Raub auf Geld- und Kassenboten § 249 StGB;41;2016
213120;Schwerer Raub auf Geld- und Kassenboten § 250 StGB;39;2016
213130;Raub mit Todesfolge auf Geld- und Kassenboten § 251 StGB;0;2016
213150;Räuberische Erpressung gegen Geld- und Kassenboten § 255 StGB;4;2016
213200;Raub, räuberische Erpressung auf/gegen Spezialgeldtransportfahrzeuge;3;2016
213210;Raub auf Spezialgeldtransportfahrzeuge § 249 StGB;1;2016
213220;Schwerer Raub auf Spezialgeldtransportfahrzeuge § 250 StGB;2;2016
213230;Raub mit Todesfolge auf Spezialgeldtransportfahrzeuge § 251 StGB;0;2016
213250;Räuberische Erpressung gegen Spezialgeldtransportfahrzeuge § 255 StGB;0;2016
214000;Räuberischer Angriff auf Kraftfahrer § 316a StGB;227;2016
214079;Räuberischer Angriff auf sonstige Kraftfahrer;130;2016
214100;Beraubung von Taxifahrern;97;2016
216000;Handtaschenraub;2166;2016
216010;Handtaschenraub § 249 StGB;2015;2016
216020;Handtaschenraub § 250 StGB;134;2016
216030;Handtaschenraub mit Todesfolge § 251 StGB;1;2016
216050;Räuberische Erpressung bei Handtaschenraub § 255 StGB;16;2016
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;18540;2016
217010;Sonstiger Raub auf Straßen, Wegen oder Plätzen § 249 StGB;12202;2016
217020;Sonstiger schwerer Raub auf Straßen, Wegen oder Plätzen § 250 StGB;3015;2016
217030;Sonstiger Raub mit Todesfolge auf Straßen, Wegen oder Plätzen § 251 StGB;1;2016
217050;Sonstige räuberische Erpressung auf Straßen, Wegen oder Plätzen § 255 StGB;3322;2016
218000;Raub zur Erlangung von Betäubungsmitteln;105;2016
218010;Raub zur Erlangung von Betäubungsmitteln § 249 StGB;46;2016
218020;Schwerer Raub zur Erlangung von Betäubungsmitteln § 250 StGB;26;2016
218030;Raub mit Todesfolge zur Erlangung von Betäubungsmitteln § 251 StGB;0;2016
218050;Räuberische Erpressung zur Erlangung von Betäubungsmitteln § 255 StGB;33;2016
219000;Raubüberfälle in Wohnungen;2666;2016
219010;Raub in Wohnungen § 249 StGB;1282;2016
219020;Schwerer Raub in Wohnungen § 250 StGB;775;2016
219030;Raub mit Todesfolge in Wohnungen § 251 StGB;0;2016
219050;Räuberische Erpressung in Wohnungen § 255 StGB;609;2016
220000;Körperverletzung §§ 223-227, 229, 231 StGB;573450;2016
221000;Körperverletzung mit Todesfolge §§ 227, 231 StGB;86;2016
221010;Körperverletzung mit Todesfolge § 227 StGB;85;2016
221020;Beteiligung an einer Schlägerei mit Todesfolge § 231 StGB;1;2016
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;140033;2016
222010;Sonstige Tatörtlichkeit bei gefährlicher Körperverletzung § 224 StGB;78364;2016
222020;Sonstige Tatörtlichkeit bei schwerer Körperverletzung § 226 StGB;366;2016
222030;Sonstige Tatörtlichkeit bei Beteiligung an einer Schlägerei ohne Todesfolge § 231 StGB;22;2016
222040;Verstümmelung weiblicher Genitalien § 226a StGB;0;2016
222100;Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen;61281;2016
222110;Gefährliche Körperverletzung gemäß § 224 StGB auf Straßen, Wegen oder Plätzen;61015;2016
222120;Schwere Körperverletzung auf Straßen, Wegen oder Plätzen § 226 StGB;209;2016
222130;Beteiligung an einer Schlägerei ohne Todesfolge auf Straßen, Wegen oder Plätzen § 231 StGB;57;2016
223000;Misshandlung von Schutzbefohlenen § 225 StGB;4652;2016
223001;Misshandlung Schutzbefohlener ab 14 Jahren;1031;2016
223100;Misshandlung von Kindern;3621;2016
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;406038;2016
225000;Fahrlässige Körperverletzung § 229 StGB;22641;2016
230000;Straftaten gegen die persönliche Freiheit §§ 232-233a, 234, 235, 236, 237, 238-239b, 240, 241, 316c StGB;199250;2016
231000;Menschenraub, Entziehung Minderjähriger, Kinderhandel §§ 234, 235, 236 StGB;1669;2016
231100;Menschenraub § 234 StGB;3;2016
231200;Entziehung Minderjähriger § 235 StGB;1652;2016
231300;Kinderhandel § 236 StGB;14;2016
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;196965;2016
232100;Freiheitsberaubung § 239 StGB;4699;2016
232200;Nötigung § 240 StGB;68276;2016
232201;Nötigung im Straßenverkehr § 240 Abs. 1 StGB;30633;2016
232279;Sonstige Nötigung § 240 Abs. 1 und 4 StGB;37643;2016
232300;Bedrohung § 241 StGB;105184;2016
232400;Nachstellung (Stalking) § 238 StGB;18739;2016
232410;Nachstellung (Stalking) § 238, Abs. 1 StGB;18533;2016
232420;Nachstellung (Stalking) § 238, Abs. 2 StGB;199;2016
232430;Nachstellung (Stalking) § 238, Abs. 3 StGB;7;2016
232500;Zwangsheirat § 237 StGB;67;2016
233000;Erpresserischer Menschenraub § 239a StGB;54;2016
233079;Sonstiger erpresserischer Menschenraub;48;2016
233100;Erpresserischer Menschenraub i.V.m. Raubüberfall auf Geldinstitute, Postfilialen und -agenturen;3;2016
233200;Erpresserischer Menschenraub i.V.m. Raubüberfall auf sonstige Zahlstellen und Geschäfte;3;2016
233300;Erpresserischer Menschenraub i.V.m. Raubüberfall auf Geld- und Werttransporte;0;2016
234000;Geiselnahme § 239b StGB;23;2016
234079;Sonstige Geiselnahme;23;2016
234100;Geiselnahme i.V.m. Raubüberfall auf Geldinstitute, Postfilialen und -agenturen;0;2016
234200;Geiselnahme i.V.m. Raubüberfall auf sonstige Zahlstellen und Geschäfte;0;2016
234300;Geiselnahme i.V.m. Raubüberfall auf Geld- und Werttransporte;0;2016
235000;Angriff auf den Luft- und Seeverkehr § 316c StGB;0;2016
236000;Menschenhandel zum Zweck der sexuellen Ausbeutung § 232 StGB;487;2016
236100;Menschenhandel zum Zweck der sexuellen Ausbeutung § 232 Abs. 1 StGB;284;2016
236200;Menschenhandel z.N.v. Kindern zum Zweck der sexuellen Ausbeutung § 232 Abs.3 Nr. 1 StGB;21;2016
236300;Menschenhandel zum Zweck der sexuellen Ausbeutung § 232 Abs.3 Nr. 2 StGB;7;2016
236400;Gewerbs- oder bandenmäßiger Menschenhandel zum Zweck der sexuellen Ausbeutung § 232 Abs.3 Nr. 3 StGB;93;2016
236500;Menschenhandel zum Zweck der sexuellen Ausbeutung § 232 Abs. 4 StGB;82;2016
237000;Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft § 233 StGB;28;2016
237100;Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft § 233 Abs. 1 StGB;23;2016
237200;Menschenhandel z.N.v. Kindern zum Zweck der Ausbeutung der Arbeitskraft § 233 Abs. 3 mit Verweis auf § 232 Abs. 3 Nr. 1 StGB;0;2016
237300;Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft § 233 Abs. 3 mit Verweis auf § 232 Abs. 3 Nr. 2 StGB;0;2016
237400;Gewerbs- oder bandemäßiger Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft § 233 Abs. 3 mit Verweis auf § 232 Abs. 3 Nr. 3 StGB;2;2016
237500;Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft § 233 Abs. 3 mit Verweis auf § 232 Abs. 4 StGB;3;2016
238000;Förderung des Menschenhandel § 233a StGB;24;2016
238100;Förderung des Menschenhandel gemäß § 233a Abs. 1 StGB i.V.m. Menschenhandel zum Zweck der sexuellen Ausbeutung (§ 232 StGB);16;2016
238200;Förderung des Menschenhandels gemäß § 233a Abs. 1 StGB i.V.m. Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft (§ 233 StGB);6;2016
238300;Förderung des Menschenhandels gemäß § 233a Abs. 2 StGB i.V.m. Menschenhandel zum Zweck der sexuellen Ausbeutung (§ 232 StGB);2;2016
238400;Förderung des Menschenhandels gemäß § 233a Abs. 2 StGB i.V.m. Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft (§ 233 StGB);0;2016
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;1290481;2016
3.00E+100;Einfacher Diebstahl von Kraftwagen einschl. unbefugte Ingebrauchnahme;7075;2016
3.00E+200;Einfacher Diebstahl von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme;4560;2016
3.00E+300;Einfacher Diebstahl von Fahrrädern einschl. unbefugte Ingebrauchnahme;50730;2016
3**400;Einfacher Diebstahl von Schusswaffen;208;2016
3**500;Einfacher Diebstahl von unbaren Zahlungsmitteln;126442;2016
3**700;Einfacher Diebstahl von/aus Automaten;2227;2016
3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;767;2016
300000;Sonstiger einfacher Diebstahl §§ 242, 247, 248a-c StGB;351218;2016
300010;Sonstiger einfacher Diebstahl §§ 242, 247, 248a StGB;346072;2016
300040;Unbefugter Gebrauch eines sonstigen Fahrzeuges § 248b StGB;1029;2016
300050;Entziehung elektrischer Energie § 248c StGB;4117;2016
300100;Einfacher Diebstahl von Kraftwagen einschl. unbefugter Ingebrauchnahme;6880;2016
300110;Einfacher Diebstahl von Kraftwagen;3612;2016
300140;Unbefugter Gebrauch von Kraftwagen;3268;2016
300200;Einfacher Diebstahl von Mopeds und Krafträdern einschl. unbefugter Ingebrauchnahme;4485;2016
300210;Einfacher Diebstahl von Mopeds und Krafträdern;3980;2016
300240;Unbefugter Gebrauch von Mopeds und Krafträdern;505;2016
300300;Einfacher Diebstahl von Fahrrädern einschl. unbefugter Ingebrauchnahme;45822;2016
300310;Einfacher Diebstahl von Fahrrädern;44647;2016
300340;Unbefugter Gebrauch von Fahrrädern;1175;2016
300400;Einfacher Diebstahl von Schusswaffen;96;2016
300500;Einfacher Diebstahl von unbaren Zahlungsmitteln;38844;2016
300700;Einfacher Diebstahl von/aus Automaten;1912;2016
300800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;587;2016
305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dgl.;2979;2016
305000;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dgl. von sonstigem Gut;2693;2016
305500;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dgl. von unbaren Zahlungsmitteln;286;2016
310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;39903;2016
310000;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von sonstigem Gut;34180;2016
310100;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Kraftwagen;134;2016
310200;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Mopeds und Krafträdern;75;2016
310300;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Fahrrädern;534;2016
310400;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Schusswaffen;18;2016
310500;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von unbaren Zahlungsmitteln;4760;2016
310700;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von/aus Automaten;123;2016
310800;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Antiquitäten, Kunst- und sakralen Gegenständen;79;2016
315*00;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;35002;2016
315000;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen von sonstigem Gut;27118;2016
315500;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen von unbaren Zahlungsmitteln;7692;2016
315700;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen von/aus Automaten;192;2016
325*00;Einfacher Diebstahl in/aus Kiosken, Warenhäusern, Verkaufsräumen, Selbstbedienungsläden, Schaufenstern, Schaukästen und Vitrinen darunter:;390028;2016
325000;Einfacher Diebstahl in/aus Kiosken, Warenh., Verkaufsräumen pp. von sonstigem Gut;23209;2016
325300;Einfacher Diebstahl in/aus Kiosken, Warenh., Verkaufsräumen pp. von Fahrrädern;208;2016
325500;Einfacher Diebstahl in/aus Kiosken, Warenh., Verkaufsräumen pp. von unbaren Zahlungsmitteln;10639;2016
326*00;Einfacher Ladendiebstahl;355972;2016
326000;Einfacher Ladendiebstahl von sonstigem Gut;355637;2016
326300;Einfacher Ladendiebstahl von Fahrrädern;335;2016
335*00;Einfacher Diebstahl in/aus Wohnungen;53402;2016
335000;Einfacher Diebstahl in/aus Wohnungen von sonstigem Gut;49777;2016
335400;Einfacher Diebstahl in/aus Wohnungen von Schusswaffen;94;2016
335500;Einfacher Diebstahl in/aus Wohnungen von unbaren Zahlungsmitteln;3430;2016
335800;Einfacher Diebstahl in/aus Wohnungen von Antiquitäten, Kunst- und sakralen Gegenständen;101;2016
340*00;Einfacher Diebstahl in/aus Boden-, Kellerräumen und Waschküchen;11779;2016
340000;Einfacher Diebstahl in/aus Boden-, Kellerräumen und Waschküchen von sonstigem Gut;7948;2016
340300;Einfacher Diebstahl in/aus Boden-, Kellerräumen und Waschküchen von Fahrrädern;3831;2016
345*00;Einfacher Diebstahl in/aus überwiegend unbezogenen Neu- und Rohbauten, Baubuden und Baustellen;10617;2016
345000;Einfacher Diebstahl in/aus überwiegend unbezogenen Neu- und Rohbauten, Baubuden und Baustellen von sonstigem Gut;10304;2016
345100;Einfacher Diebstahl in/aus überwiegend unbezogenen Neu- und Rohbauten, Baubuden und Baustellen von Kraftwagen;61;2016
345500;Einfacher Diebstahl in/aus überwiegend unbezogenen Neu- und Rohbauten, Baubuden und Baustellen von unbaren Zahlungsmitteln;252;2016
350*00;Einfacher Diebstahl an/aus Kraftfahrzeugen;136006;2016
350000;Einfacher Diebstahl an/aus Kraftfahrzeugen von sonstigem Gut;130240;2016
350500;Einfacher Diebstahl aus Kraftfahrzeugen von unbaren Zahlungsmitteln;5766;2016
371000;Einfacher Diebstahl von Betäubungsmitteln aus Apotheken;36;2016
372000;Einfacher Diebstahl von Betäubungsmitteln aus Arztpraxen;18;2016
373000;Einfacher Diebstahl von Betäubungsmitteln aus Krankenhäusern;266;2016
374000;Einfacher Diebstahl von Betäubungsmitteln bei Herstellern und Großhändlern;20;2016
375000;Einfacher Diebstahl von Rezeptformularen zur Erlangung von Betäubungsmitteln;86;2016
390000;Einfacher Taschendiebstahl von sonstigem Gut;105722;2016
390500;Einfacher Taschendiebstahl von unbaren Zahlungsmitteln;54773;2016
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;1083293;2016
4.00E+100;Schwerer Diebstahl von Kraftwagen;29313;2016
4.00E+200;Schwerer Diebstahl von Mopeds und Krafträdern;18685;2016
4.00E+300;Schwerer Diebstahl von Fahrrädern;281756;2016
4**400;Schwerer Diebstahl von Schusswaffen;559;2016
4**500;Schwerer Diebstahl von unbaren Zahlungsmitteln;14465;2016
4**700;Schwerer Diebstahl von/aus Automaten;15863;2016
4**800;Schwerer Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;716;2016
400000;Sonstiger schwerer Diebstahl insg. §§ 243 - 244a StGB;154012;2016
400010;Besonders schwerer Fall des Diebstahls;149598;2016
400020;Sonstiger schwerer Diebstahl (ohne WED) §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;4414;2016
400100;Schwerer Diebstahl insg. von Kraftwagen;28282;2016
400110;Besonders schwerer Fall des Diebstahls von Kraftwagen;26916;2016
400120;Schwerer Diebstahl §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB von Kraftwagen;1366;2016
400200;Schwerer Diebstahl insg. von Mopeds und Krafträdern;18302;2016
400210;Besonders schwerer Fall des Diebstahls von Mopeds und Krafträdern;18126;2016
400220;Schwerer Diebstahl gemäß §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB von Mopeds und Krafträdern;176;2016
400300;Schwerer Diebstahl insg. von Fahrrädern;253672;2016
400310;Besonders schwerer Fall des Diebstahls von Fahrrädern;253024;2016
400320;Schwerer Diebstahl gemäß §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB von Fahrrädern;648;2016
400400;Schwerer Diebstahl insg. von Schusswaffen;137;2016
400410;Besonders schwerer Fall des Diebstahls von Schuswaffen;129;2016
400420;Schwerer Diebstahl gemäß §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB von Schusswaffen;8;2016
400500;Schwerer Diebstahl insg. von unbaren Zahlungsmitteln;1613;2016
400510;Besonders schwerer Fall des Diebstahls von unbaren Zahlungsmitteln;1523;2016
400520;Schwerer Diebstahl gemäß §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB von unbaren Zahlungsmitteln;90;2016
400700;Schwerer Diebstahl insg. von/aus Automaten;11560;2016
400710;Besonders schwerer Fall des Diebstahls von/aus Automaten;11298;2016
400720;Schwerer Diebstahl gemäß §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB von/aus Automaten;262;2016
400800;Schwerer Diebstahl insg. von Antiquitäten, Kunst- und sakralen Gegenständen;455;2016
400810;Besonders schwerer Fall des Diebstahls von Antiquitäten, Kunst- und sakralen Gegenständen;443;2016
400820;Schwerer Diebstahl gemäß §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB von Antiquitäten, Kunst- und sakralen Gegenständen;12;2016
405*00;Schwerer Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dgl.;1578;2016
405000;Schwerer Diebstahl insg. in/aus Banken, Sparkassen, Postfilialen und -agenturen und dgl.;1578;2016
405010;Besonders schwerer Fall des Diebstahls in/aus Banken, Sparkassen, Postfilialen und -agenturen und dgl.;1448;2016
