Schlüssel;Straftat;erfasste Fälle;Jahr
326000;Einfacher Ladendiebstahl von sonstigem Gut;282834;2020
326300;Einfacher Ladendiebstahl von Fahrrädern;309;2020
335*00;Einfacher Diebstahl in/aus Wohnungen;39781;2020
335000;Einfacher Diebstahl in/aus Wohnungen von sonstigem Gut;36957;2020
335400;Einfacher Diebstahl in/aus Wohnungen von Schusswaffen;88;2020
335500;Einfacher Diebstahl in/aus Wohnungen von unbaren Zahlungsmitteln;2629;2020
335800;Einfacher Diebstahl in/aus Wohnungen von Antiquitäten, Kunst- und sakralen Gegenständen;107;2020
340*00;Einfacher Diebstahl in/aus Boden-, Kellerräumen und Waschküchen;11156;2020
340000;Einfacher Diebstahl in/aus Boden-, Kellerräumen und Waschküchen von sonstigem Gut;7651;2020
340300;Einfacher Diebstahl in/aus Boden-, Kellerräumen und Waschküchen von Fahrrädern;3505;2020
345*00;Einfacher Diebstahl in/aus überwiegend unbezogenen Neu- und Rohbauten und Baustellen;10169;2020
345000;Einfacher Diebstahl in/aus überwiegend unbezogenen Neu- und Rohbauten und Baustellen von sonstigem Gut;9947;2020
345100;Einfacher Diebstahl in/aus überwiegend unbezogenen Neu- und Rohbauten und Baustellen von Kraftwagen;31;2020
345500;Einfacher Diebstahl in/aus überwiegend unbezogenen Neu- und Rohbauten und Baustellen von unbaren Zahlungsmitteln;191;2020
350*00;Einfacher Diebstahl an/aus Kraftfahrzeugen;113042;2020
350000;Einfacher Diebstahl an/aus Kraftfahrzeugen von sonstigem Gut;108538;2020
350500;Einfacher Diebstahl aus Kraftfahrzeugen von unbaren Zahlungsmitteln;4504;2020
371000;Einfacher Diebstahl von Betäubungsmitteln aus Apotheken;35;2020
372000;Einfacher Diebstahl von Betäubungsmitteln aus Arztpraxen;22;2020
373000;Einfacher Diebstahl von Betäubungsmitteln aus Krankenhäusern;332;2020
374000;Einfacher Diebstahl von Betäubungsmitteln bei Herstellern und Großhändlern;39;2020
375000;Einfacher Diebstahl von Rezeptformularen zur Erlangung von Betäubungsmitteln;69;2020
390000;Einfacher Taschendiebstahl von sonstigem Gut;49627;2020
390500;Einfacher Taschendiebstahl von unbaren Zahlungsmitteln;31637;2020
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;750817;2020
4.00E+100;Schwerer Diebstahl von Kraftwagen;17229;2020
4.00E+200;Schwerer Diebstahl von Mopeds und Krafträdern;14899;2020
4.00E+300;Schwerer Diebstahl von Fahrrädern;217816;2020
4**400;Schwerer Diebstahl von Schusswaffen;316;2020
4**500;Schwerer Diebstahl von unbaren Zahlungsmitteln;8017;2020
4**700;Schwerer Diebstahl von/aus Automaten;11175;2020
4**800;Schwerer Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;543;2020
400000;Sonstiger schwerer Diebstahl insgesamt §§ 243 - 244a StGB;115387;2020
400010;Besonders schwerer Fall des Diebstahls;111831;2020
400020;Sonstiger schwerer Diebstahl (ohne WED) §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;3556;2020
400100;Schwerer Diebstahl insgesamt von Kraftwagen;16562;2020
400110;Besonders schwerer Fall des Diebstahls von Kraftwagen;15322;2020
400120;Schwerer Diebstahl von Kraftwagen §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;1240;2020
400200;Schwerer Diebstahl insgesamt von Mopeds und Krafträdern;14599;2020
400210;Besonders schwerer Fall des Diebstahls von Mopeds und Krafträdern;14362;2020
400220;Schwerer Diebstahl von Mopeds und Krafträdern §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;237;2020
400300;Schwerer Diebstahl insgesamt von Fahrrädern;192948;2020
400310;Besonders schwerer Fall des Diebstahls von Fahrrädern;192260;2020
400320;Schwerer Diebstahl von Fahrrädern §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;688;2020
400400;Schwerer Diebstahl insgesamt von Schusswaffen;99;2020
400410;Besonders schwerer Fall des Diebstahls von Schusswaffen;92;2020
400420;Schwerer Diebstahl von Schusswaffen §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;7;2020
400500;Schwerer Diebstahl insgesamt von unbaren Zahlungsmitteln;944;2020
400510;Besonders schwerer Fall des Diebstahls von unbaren Zahlungsmitteln;827;2020
400520;Schwerer Diebstahl von unbaren Zahlungsmitteln §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;117;2020
400700;Schwerer Diebstahl insgesamt von/aus Automaten;9300;2020
400710;Besonders schwerer Fall des Diebstahls von/aus Automaten;8417;2020
400720;Schwerer Diebstahl von/aus Automaten §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;883;2020
400800;Schwerer Diebstahl insgesamt von Antiquitäten, Kunst- und sakralen Gegenständen;352;2020
400810;Besonders schwerer Fall des Diebstahls von Antiquitäten, Kunst- und sakralen Gegenständen;341;2020
400820;Schwerer Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;11;2020
405*00;Schwerer Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;1376;2020
405000;Schwerer Diebstahl insgesamt in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;1376;2020
405010;Besonders schwerer Fall des Diebstahls in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;1169;2020
405020;Schwerer Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;207;2020
410*00;Schwerer Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;55414;2020
410000;Schwerer Diebstahl insgesamt in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von sonstigem Gut;52004;2020
410010;Besonders schwerer Fall des Diebstahls in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von sonstigem Gut;50657;2020
410020;Schwerer Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von sonstigem Gut §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;1347;2020
410100;Schwerer Diebstahl insgesamt in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Kraftwagen;514;2020
410110;Besonders schwerer Fall des Diebstahls in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Kraftwagen;475;2020
410120;Schwerer Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Kraftwagen §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;39;2020
410200;Schwerer Diebstahl insgesamt in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Mopeds und Krafträdern;300;2020
410210;Besonders schwerer Fall des Diebstahls in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Mopeds und Krafträdern;293;2020
410220;Schwerer Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Mopeds und Krafträdern, §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;7;2020
410300;Schwerer Diebstahl insgesamt in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Fahrrädern;1445;2020
410310;Besonders schwerer Fall des Diebstahls in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Fahrrädern;1421;2020
410320;Schwerer Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Fahrrädern §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;24;2020
410400;Schwerer Diebstahl insgesamt in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Schusswaffen;32;2020
410410;Besonders schwerer Fall des Diebstahls in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Schusswaffen;31;2020
410420;Schwerer Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Schusswaffen §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;1;2020
410500;Schwerer Diebstahl insgesamt in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von unbaren Zahlungsmitteln;490;2020
410510;Besonders schwerer Fall des Diebstahls in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von unbaren Zahlungsmitteln;453;2020
410520;Schwerer Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von unbaren Zahlungsmitteln §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;37;2020
410700;Schwerer Diebstahl insgesamt in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von/aus Automaten;485;2020
410710;Besonders schwerer Fall des Diebstahls in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von/aus Automaten;445;2020
410720;Schwerer Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von/aus Automaten §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;40;2020
410800;Schwerer Diebstahl insgesamt in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Antiquitäten, Kunst- und sakralen Gegenständen;144;2020
410810;Besonders schwerer Fall des Diebstahls in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Antiquitäten, Kunst- und sakralen Gegenständen;134;2020
410820;Schwerer Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Antiquitäten, Kunst- und sakralen Gegenständen §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;10;2020
415*00;Schwerer Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;14101;2020
415000;Schwerer Diebstahl insgesamt in/aus Gaststätten, Kantinen, Hotels und Pensionen von sonstigem Gut;12517;2020
415010;Besonders schwerer Fall des Diebstahls in/aus Gaststätten, Kantinen, Hotels und Pensionen von sonstigem Gut;12276;2020
415020;Schwerer Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen von sonstigem Gut §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;241;2020
415500;Schwerer Diebstahl insgesamt in/aus Gaststätten, Kantinen, Hotels und Pensionen von unbaren Zahlungsmitteln;194;2020
415510;Besonders schwerer Fall des Diebstahls in/aus Gaststätten, Kantinen, Hotels und Pensionen von unbaren Zahlungsmitteln;170;2020
415520;Schwerer Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen von unbaren Zahlungsmitteln §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;24;2020
415700;Schwerer Diebstahl insgesamt in/aus Gaststätten, Kantinen, Hotels und Pensionen von/aus Automaten;1390;2020
415710;besonders schwerer Fall des Diebstahls in/aus Gaststätten, Kantinen, Hotels und Pensionen von/aus Automaten;1351;2020
415720;Schwerer Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen von/aus Automaten §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;39;2020
425*00;Schwerer Diebstahl in/aus Kiosken, Warenhäusern, Verkaufsräumen, Selbstbedienungsläden, Schaufenstern und Schaukästen darunter:;42296;2020
425000;Schwerer Diebstahl insgesamt in/aus Kiosken, Warenhäusern, Verkaufsräumen pp. von sonstigem Gut;20767;2020
425010;Besonders schwerer Fall des Diebstahls in/aus Kiosken, Warenhäusern, Verkaufsräumen pp. von sonstigem Gut;19156;2020
425020;Schwerer Diebstahl in/aus Kiosken, Warenhäusern, Verkaufsräumen pp. von sonstigem Gut, §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;1611;2020
425300;Schwerer Diebstahl insgesamt in/aus Kiosken, Warenhäusern, Verkaufsräumen pp. von Fahrrädern;293;2020
425310;Besonders schwerer Fall des Diebstahls in/aus Kiosken, Warenhäusern, Verkaufsräumen pp. von Fahrrädern;273;2020
425320;Schwerer Diebstahl in/aus Kiosken, Warenhäusern, Verkaufsräumen pp.von Fahrrädern §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;20;2020
425400;Schwerer Diebstahl insgesamt in/aus Kiosken, Warenhäusern, Verkaufsräumen pp. von Schusswaffen;32;2020
425410;Besonders schwerer Fall des Diebstahls in/aus Kiosken, Warenhäusern, Verkaufsräumen pp. von Schusswaffen;21;2020
425420;Schwerer Diebstahl in/aus Kiosken, Warenhäusern, Verkaufsräumen pp. von Schusswaffen §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;11;2020
425500;Schwerer Diebstahl insgesamt in/aus Kiosken, Warenhäusern, Verkaufsräumen pp. von unbaren Zahlungsmitteln;342;2020
425510;Besonders schwerer Fall des Diebstahls in/aus Kiosken, Warenhäusern, Verkaufsräumen pp. von unbaren Zahlungsmitteln;270;2020
425520;Schwerer Diebstahl in/aus Kiosken, Warenhäusern, Verkaufsräumen pp. von unbaren Zahlungsmitteln §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;72;2020
426*00;Schwerer Ladendiebstahl;20862;2020
426000;Schwerer Ladendiebstahl insgesamt;20862;2020
426010;Besonders schwerer Fall des Ladendiebstahls;14015;2020
426020;Schwerer Ladendiebstahl §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;6847;2020
435*00;Wohnungseinbruchdiebstahl §§ 244 Abs. 1 Nr. 3 und Abs. 4, 244a StGB;75023;2020
435000;Wohnungseinbruchdiebstahl (ohne TWE) § 244 Abs. 1 Nr. 3 und Abs. 4 StGB von sonstigem Gut;45008;2020
435020;Wohnungseinbruchdiebstahl (ohne TWE) bandenmäßig §§ 244 Abs. 4, 244a StGB;571;2020
435400;Wohnungseinbruchdiebstahl (ohne TWE) § 244 Abs. 1 Nr. 3 und Abs. 4 StGB von Schusswaffen;99;2020
435500;Wohnungseinbruchdiebstahl (ohne TWE) § 244 Abs. 1 Nr. 3 und Abs. 4 StGB von unbaren Zahlungsmitteln;439;2020
435800;Wohnungseinbruchdiebstahl (ohne TWE) § 244 Abs. 1 Nr. 3 und Abs. 4 StGB von Antiquitäten, Kunst- und sakralen Gegenständen;33;2020
436*00;Tageswohnungseinbruchdiebstahl §§ 244 Abs. 1 Nr. 3 und Abs. 4, 244a StGB;28873;2020
436000;Tageswohnungseinbruch § 244 Abs. 1 Nr. 3 und Abs. 4 StGB von sonstigem Gut;27920;2020
436020;Tageswohnungseinbruchdiebstahl bandenmäßig §§ 244 Abs. 4, 244a StGB;614;2020
436400;Tageswohnungseinbruch § 244 Abs. 1 Nr. 3 und Abs. 4 StGB von Schusswaffen;54;2020
436500;Tageswohnungseinbruch § 244 Abs. 1 Nr. 3 und Abs. 4 StGB von unbaren Zahlungsmitteln;271;2020
436800;Tageswohnungseinbruch § 244 Abs. 1 Nr. 3 und Abs. 4 StGB von Antiquitäten, Kunst- und sakralen Gegenständen;14;2020
440*00;Schwerer Diebstahl in/aus Boden-, Kellerräumen und Waschküchen;96188;2020
440000;Schwerer Diebstahl insgesamt in/aus Boden-, Kellerräumen, Waschküchen von sonstigem Gut;73058;2020
440010;Besonders schwerer Fall des Diebstahls in/aus Boden-, Kellerräumen, Waschküchen von sonstigem Gut;72628;2020
440020;Schwerer Diebstahl in/aus Boden-, Kellerräumen, Waschküchen §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;430;2020
440300;Schwerer Diebstahl insgesamt in/aus Boden-, Kellerräumen, Waschküchen von Fahrrädern;23130;2020
440310;Besonders schwerer Fall des Diebstahls in/aus Boden-, Kellerräumen, Waschküchen von Fahrrädern;22917;2020
440320;Schwerer Diebstahl in/aus Boden-, Kellerräumen, Waschküchen von Fahrrädern §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;213;2020
445*00;Schwerer Diebstahl in/aus überwiegend unbezogenen Neu- und Rohbauten und Baustellen;13959;2020
445000;Schwerer Diebstahl insgesamt in/aus überwiegend unbezogenen Neu- und Rohbauten und Baustellen von sonstigem Gut;13743;2020
445010;Besonders schwerer Fall des Diebstahls in/aus überwiegend unbezogenen Neu- und Rohbauten und Baustellen von sonstigem Gut;13428;2020
445020;Schwerer Diebstahl in/aus überwiegend unbezogenen Neu- und Rohbauten und Baustellen von sonstigem Gut §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;315;2020
445100;Schwerer Diebstahl insgesamt in/aus überwiegend unbezogenen Neu- und Rohbauten und Baustellen von Kraftwagen;153;2020
445110;Besonders schwerer Fall des Diebstahls in/aus überwiegend unbezogenen Neu- und Rohbauten und Baustellen von Kraftwagen;142;2020
445120;Schwerer Diebstahl in/aus überwiegend unbezogenen Neu- und Rohbauten und Baustellen von Kraftwagen §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;11;2020
445500;Schwerer Diebstahl insgesamt in/aus überwiegend unbezogenen Neu- und Rohbauten und Baustellen von unbaren Zahlungsmitteln;63;2020
445510;Besonders schwerer Fall des Diebstahls in/aus überwiegend unbezogenen Neu- und Rohbauten und Baustellen von unbaren Zahlungsmitteln;56;2020
445520;Schwerer Diebstahl in/aus überwiegend unbezogenen Neu- und Rohbauten und Baustellen von unbaren Zahlungsmitteln §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;7;2020
450*00;Schwerer Diebstahl an/aus Kraftfahrzeugen;99601;2020
450000;Schwerer Diebstahl insgesamt an/aus Kraftfahrzeugen von sonstigem Gut;94850;2020
450010;Besonders schwerer Fall des Diebstahls an/aus Kraftfahrzeugen von sonstigem Gut;91934;2020
450020;Schwerer Diebstahl an/aus Kraftfahrzeugen von sonstigem Gut §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;2916;2020
450500;Schwerer Diebstahl aus Kraftfahrzeugen von unbaren Zahlungsmitteln;4751;2020
450510;Besonders schwerer Fall des Diebstahls aus Kraftfahrzeugen von unbaren Zahlungsmitteln;4650;2020
450520;Schwerer Diebstahl aus Kraftfahrzeugen von unbaren Zahlungsmitteln §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;101;2020
471000;Schwerer Diebstahl von Betäubungsmitteln aus Apotheken;87;2020
471010;Besonders schwerer Fall des Diebstahls von Betäubungsmitteln aus Apotheken;80;2020
471020;Schwerer Diebstahl von Betäubungsmitteln aus Apotheken §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;7;2020
472000;Schwerer Diebstahl von Betäubungsmitteln aus Arztpraxen;57;2020
472010;Besonders schwerer Fall des Diebstahls von Betäubungsmitteln aus Arztpraxen;55;2020
472020;Schwerer Diebstahl von Betäubungsmitteln aus Arztpraxen §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;2;2020
473000;Schwerer Diebstahl von Betäubungsmitteln aus Krankenhäusern;67;2020
473010;Besonders schwerer Fall des Diebstahls von Betäubungsmitteln aus Krankenhäusern;66;2020
473020;Schwerer Diebstahl von Betäubungsmitteln aus Krankenhäusern §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;1;2020
474000;Schwerer Diebstahl von Betäubungsmitteln bei Herstellern und Großhändlern;9;2020
474010;Besonders schwerer Fall des Diebstahls von Betäubungsmitteln bei Herstellern und Großhändlern;3;2020
474020;Schwerer Diebstahl von Betäubungsmitteln bei Herstellern und Großhändlern §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;6;2020
475000;Schwerer Diebstahl von Rezeptformularen zur Erlangung von Betäubungsmitteln;24;2020
475010;Besonders schwerer Fall des Diebstahls von Rezeptformularen zur Erlangung von Betäubungsmitteln;24;2020
475020;Schwerer Diebstahl von Rezeptformularen zur Erlangung von Betäubungsmitteln §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;0;2020
490000;Schwerer Taschendiebstahl insgesamt von sonstigem Gut;1901;2020
490010;Besonders schwerer Fall des Taschendiebstahl von sonstigem Gut;1414;2020
490020;Schwerer Taschendiebstahl von sonstigem Gut §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;487;2020
490500;Schwerer Taschendiebstahl von unbaren Zahlungsmitteln;523;2020
490510;Besonders schwerer Fall des Taschendiebstahl von unbaren Zahlungsmitteln;413;2020
490520;Schwerer Taschendiebstahl von unbaren Zahlungsmitteln §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;110;2020
****00;Diebstahl insgesamt und zwar:;1682610;2020
***100;Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme;23646;2020
***200;Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme;19260;2020
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;260956;2020
***400;Diebstahl insgesamt von Schusswaffen;490;2020
***500;Diebstahl insgesamt von unbaren Zahlungsmitteln;85263;2020
***700;Diebstahl insgesamt von/aus Automaten;12398;2020
***800;Diebstahl insgesamt von Antiquitäten, Kunst- und sakralen Gegenständen;1209;2020
*05*00;Diebstahl insgesamt in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;4534;2020
*10*00;Diebstahl insgesamt in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;80503;2020
*15*00;Diebstahl insgesamt in/aus Gaststätten, Kantinen, Hotels und Pensionen;28027;2020
*25*00;Diebstahl insgesamt in/aus Kiosken, Warenhäusern, Verkaufsräumen, Selbstbedienungsläden, Schaufenstern und Schaukästen darunter:;352777;2020
*26*00;Ladendiebstahl insgesamt;304005;2020
*35*00;Diebstahl insgesamt in/aus Wohnungen;114804;2020
*40*00;Diebstahl insgesamt in/aus Boden-, Kellerräumen und Waschküchen;107344;2020
*45*00;Diebstahl insgesamt in/aus überwiegend unbezogenen Neu- und Rohbauten und Baustellen;24128;2020
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;212643;2020
*71000;Diebstahl insgesamt von Betäubungsmitteln aus Apotheken;122;2020
*72000;Diebstahl insgesamt von Betäubungsmitteln aus Arztpraxen;79;2020
*73000;Diebstahl insgesamt von Betäubungsmitteln aus Krankenhäusern;399;2020
*74000;Diebstahl insgesamt von Betäubungsmitteln bei Herstellern und Großhändlern;48;2020
*75000;Diebstahl insgesamt von Rezeptformularen zur Erlangung von Betäubungsmitteln;93;2020
*90*00;Taschendiebstahl insgesamt;83688;2020
500000;Vermögens- und Fälschungsdelikte;1015312;2020
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;808074;2020
511000;Waren- und Warenkreditbetrug;291994;2020
511100;Betrügerisches Erlangen von Kfz §§ 263, 263a StGB;1538;2020
511110;Betrügerisches Erlangen von Kfz § 263 StGB;1479;2020
511120;Betrügerisches Erlangen von Kfz § 263a StGB;59;2020
511200;Sonstiger Warenkreditbetrug;152766;2020
511201;Tankbetrug;60230;2020
511210;Weitere Arten des Warenkreditbetruges §§ 263, 263a StGB;92536;2020
511211;Weitere Arten des Warenkreditbetruges § 263 StGB;51494;2020
511212;Weitere Arten des Warenkreditbetruges § 263a StGB;41042;2020
511300;Warenbetrug;137690;2020
513000;Kapitalanlage- und Anlagebetrug;4776;2020
513100;Prospektbetrug (Kapitalanlagebetrug) § 264a StGB;53;2020
513200;Anlagebetrug § 263 StGB;4723;2020
514000;Geldkreditbetrug;10534;2020
514100;Kreditbetrug § 265b StGB (im geschäftlichen Verkehr);126;2020
514200;Subventionsbetrug § 264 StGB;7585;2020
514300;Krediterlangungsbetrug § 263 StGB;2823;2020
515000;Erschleichen von Leistungen § 265a StGB;179267;2020
515001;Beförderungserschleichung;177037;2020
515079;Sonstiges Erschleichen von Leistungen;2230;2020
516000;Betrug bzw. Computerbetrug mittels rechtswidrig erlangter unbarer Zahlungsmittel;64760;2020
516200;Betrug mittels rechtswidrig erlangter Zahlungskarten ohne PIN (Lastschriftverfahren);12241;2020
516300;Computerbetrug mittels rechtswidrig erlangter Zahlungskarten mit PIN § 263a StGB;22003;2020
516500;Betrug bzw. Computerbetrug mittels rechtswidrig erlangter Daten von Zahlungskarten §§ 263, 263a StGB;20471;2020
516510;Betrug mittels rechtswidrig erlangter Daten von Zahlungskarten § 263 StGB;9223;2020
516520;Computerbetrug mittels rechtswidrig erlangter Daten von Zahlungskarten § 263a StGB;11248;2020
516900;Betrug bzw. Computerbetrug mittels rechtswidrig erlangter sonstiger unbarer Zahlungsmittel §§ 263, 263a StGB;10045;2020
516910;Betrug mittels rechtswidrig erlangter sonstiger unbarer Zahlungsmittel § 263 StGB;4888;2020
516920;Computerbetrug mittels rechtswidrig erlangter sonstiger unbarer Zahlungsmittel § 263a StGB;5157;2020
517000;Sonstiger Betrug;256743;2020
517100;Leistungsbetrug;21166;2020
517200;Leistungskreditbetrug §§ 263, 263a StGB;25277;2020
517210;Leistungskreditbetrug § 263 StGB;17868;2020
517220;Leistungskreditbetrug § 263a StGB;7409;2020
517400;Betrug z.N.v. Versicherungen und Versicherungsmissbrauch §§ 263, 265 StGB;2440;2020
517410;Betrug zum Nachteil von Versicherungen;2398;2020
517420;Versicherungsmissbrauch;42;2020
517500;Computerbetrug (sonstiger) § 263a StGB (soweit nicht unter den Schlüsseln 511120, 511212, 516300, 516520, 516920, 517220, 517900, 518112 bzw. 518302 zu erfassen);16266;2020
517510;Computerbetrug (sonstiger) § 263a Abs. 1 und 2 StGB;16143;2020
517520;Vorbereitung des Computerbetruges § 263a Abs. 3 StGB;123;2020
517600;Provisionsbetrug;957;2020
517800;Sozialleistungsbetrug;11713;2020
517900;Missbräuchliche Nutzung von Telekommunikationsdiensten § 263a StGB;285;2020
518100;Abrechnungsbetrug;5952;2020
518110;Abrechnungsbetrug im Gesundheitswesen §§ 263, 263a StGB;3840;2020
518111;Abrechnungsbetrug im Gesundheitswesen § 263 StGB;3824;2020
518112;Abrechnungsbetrug im Gesundheitswesen § 263a StGB;16;2020
518179;Sonstiger Abrechnungsbetrug;2112;2020
518200;Einmietbetrug;5357;2020
518300;Überweisungsbetrug §§ 263, 263a StGB;16431;2020
518301;Überweisungsbetrug § 263 StGB;14867;2020
518302;Überweisungsbetrug § 263a StGB;1564;2020
518500;Sportwettbetrug und Manipulation von berufssportlichen Wettbewerben §§ 265c-e StGB;4;2020
518510;Sportwettbetrug §§ 265c, 265e StGB;3;2020
518520;Manipulation von berufssportlichen Wettbewerben §§ 265d, 265e StGB;1;2020
518800;Kreditvermittlungsbetrug § 263 StGB;993;2020
518900;Sonstige weitere Betrugsarten;149902;2020
520000;Veruntreuungen §§ 266, 266a, 266b StGB;15451;2020
521000;Untreue § 266 StGB;5823;2020
521079;Sonstige Untreue;5734;2020
521100;Untreue bei Kapitalanlagegeschäften;89;2020
522000;Vorenthalten und Veruntreuen von Arbeitsentgelt § 266a StGB;8833;2020
523000;Missbrauch von Scheck- und Kreditkarten § 266b StGB;795;2020
530000;Unterschlagung §§ 246, 247, 248a StGB;101965;2020
530079;Unterschlagung sonstiger Güter/Sachen §§ 246, 247, 248a StGB - ohne von Kfz;94263;2020
531000;Unterschlagung von Kfz §§ 246, 247 StGB;7702;2020
540000;Urkundenfälschung §§ 267-271, 273-279, 281 StGB;78252;2020
540001;Sonstige Urkundenfälschung § 267 StGB;56188;2020
540002;Mittelbare Falschbeurkundung;2214;2020
540003;Verändern von amtlichen Ausweisen;437;2020
540004;Urkundenunterdrückung, Veränderung einer Grenzbezeichnung § 274 StGB;578;2020
540005;Vorbereitung der Fälschung von amtlichen Ausweisen;17;2020
540006;Verschaffen von falschen amtlichen Ausweisen;2421;2020
540007;Fälschung von Gesundheitszeugnissen;90;2020
540008;Ausstellen unrichtiger Gesundheitszeugnisse;363;2020
540009;Gebrauch unrichtiger Gesundheitszeugnisse;668;2020
540010;Missbrauch von Ausweispapieren;3014;2020
541000;Fälschung technischer Aufzeichnungen § 268 StGB;403;2020
541001;Manipulation von Fahrtenschreibern und EG-Kontrollgeräten § 268 StGB;100;2020
541079;Sonstige Fälschung technischer Aufzeichnungen;303;2020
