Schlüssel;Straftat;erfasste Fälle;Jahr
410100;Schwerer Diebstahl insg. in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Kraftwagen;918;2015
410110;Besonders schwerer Fall des Diebstahls in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Kraftwagen;849;2015
410120;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Kraftwagen;69;2015
410200;Schwerer Diebstahl insg. in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Mopeds und Krafträdern;384;2015
410210;Besonders schwerer Fall des Diebstahls in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Mopeds und Krafträdern;378;2015
410220;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Mopeds und Krafträdern;6;2015
410300;Schwerer Diebstahl insg. in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Fahrrädern;1512;2015
410310;Besonders schwerer Fall des Diebstahls in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Fahrrädern;1493;2015
410320;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Fahrrädern;19;2015
410400;Schwerer Diebstahl insg. in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Schusswaffen;69;2015
410410;Besonders schwerer Fall des Diebstahls in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Schusswaffen;67;2015
410420;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Schusswaffen;2;2015
410500;Schwerer Diebstahl insg. in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von unbaren Zahlungsmitteln;859;2015
410510;Besonders schwerer Fall des Diebstahls in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von unbaren Zahlungsmitteln;827;2015
410520;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von unbaren Zahlungsmitteln;32;2015
410700;Schwerer Diebstahl insg. in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von/aus Automaten;737;2015
410710;Besonders schwerer Fall des Diebstahls in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von/aus Automaten;715;2015
410720;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von/aus Automaten;22;2015
410800;Schwerer Diebstahl insg. in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Antiquitäten, Kunst- und sakralen Gegenständen;155;2015
410810;Besonders schwerer Fall des Diebstahls in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Antiquitäten, Kunst- und sakralen Gegenständen;148;2015
410820;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Antiquitäten, Kunst- und sakralen Gegenständen;7;2015
415*00;Schwerer Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;25972;2015
415000;Schwerer Diebstahl insg. in/aus Gaststätten, Kantinen, Hotels und Pensionen von sonstigem Gut;21491;2015
415010;Besonders schwerer Fall des Diebstahls in/aus Gaststätten, Kantinen, Hotels und Pensionen von sonstigem Gut;21211;2015
415020;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB in/aus Gaststätten, Kantinen, Hotels und Pensionen von sonstigem Gut;280;2015
415500;Schwerer Diebstahl insg. in/aus Gaststätten, Kantinen, Hotels und Pensionen von unbaren Zahlungsmitteln;399;2015
415510;Besonders schwerer Fall des Diebstahls in/aus Gaststätten, Kantinen, Hotels und Pensionen von unbaren Zahlungsmitteln;321;2015
415520;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB in/aus Gaststätten, Kantinen, Hotels und Pensionen von unbaren Zahlungsmitteln;78;2015
415700;Schwerer Diebstahl insg. Gaststätten, Kantinen, Hotels und Pensionen von/aus Automaten;4082;2015
415710;besonders schwerer Fall des Diebstahls in/aus Gaststätten, Kantinen, Hotels und Pensionen von/aus Automaten;3985;2015
415720;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB in/aus Gaststätten, Kantinen, Hotels und Pensionen von/aus Automaten;97;2015
425*00;Schwerer Diebstahl in/aus Kiosken, Warenhäusern, Verkaufsräumen, Selbstbedienungsläden, Schaufenstern, Schaukästen und Vitrinen darunter:;59416;2015
425000;Schwerer Diebstahl insg. in/aus Kiosken, Warenh., Verkaufsräumen pp. von sonstigem Gut;36385;2015
425010;Besonders schwerer Fall des Diebstahls in/aus Kiosken, Warenh., Verkaufsräumen pp. von sonstigem Gut;34902;2015
425020;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB in/aus Kiosken, Warenh., Verkaufsräumen pp. von sonstigem Gut;1483;2015
425300;Schwerer Diebstahl insg. in/aus Kiosken, Warenh., Verkaufsräumen pp. von Fahrrädern;488;2015
425310;Besonders schwerer Fall des Diebstahls in/aus Kiosken, Warenh., Verkaufsräumen pp. von Fahrrädern;467;2015
425320;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB in/aus Kiosken, Warenh., Verkaufsräumen pp.von Fahrrädern;21;2015
425400;Schwerer Diebstahl insg. in/aus Kiosken, Warenh., Verkaufsräumen pp. von Schusswaffen;43;2015
425410;Besonders schwerer Fall des Diebstahls in/aus Kiosken, Warenh., Verkaufsräumen pp. von Schusswaffen;29;2015
425420;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB in/aus Kiosken, Warenh., Verkaufsräumen pp.von Schusswaffen;14;2015
425500;Schwerer Diebstahl insg. in/aus Kiosken, Warenh., Verkaufsräumen pp. von unbaren Zahlungsmitteln;564;2015
425510;Besonders schwerer Fall des Diebstahls in/aus Kiosken, Warenh., Verkaufsräumen pp. von unbaren Zahlungsmitteln;453;2015
425520;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB in/aus Kiosken, Warenh., Verkaufsräumen pp. von unbaren Zahlungsmitteln;111;2015
426*00;Schwerer Ladendiebstahl;21936;2015
426000;Schwerer Ladendiebstahl insg.;21936;2015
426010;Besonders schwerer Fall des Ladendiebstahls;15573;2015
426020;Schwerer Ladendiebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;6363;2015
435*00;Wohnungseinbruchdiebstahl § 244 Abs. 1 Nr. 3 StGB darunter:;167136;2015
435000;Wohnungseinbruchdiebstahl (ohne TWE) § 244 Abs. 1 Nr. 3 StGB von sonstigem Gut;95364;2015
435400;Wohnungseinbruchdiebstahl (ohne TWE) § 244 Abs. 1 Nr. 3 StGB von Schusswaffen;211;2015
435500;Wohnungseinbruchdiebstahl (ohne TWE) § 244 Abs. 1 Nr. 3 StGB von unbaren Zahlungsmitteln;1135;2015
435800;Wohnungseinbruchdiebstahl (ohne TWE) § 244 Abs. 1 Nr. 3 StGB von Antiquitäten, Kunst- und sakralen Gegenständen;93;2015
436*00;Tageswohnungseinbruch;70333;2015
436000;Tageswohnungseinbruch von sonstigem Gut;69507;2015
436400;Tageswohnungseinbruch von Schusswaffen;124;2015
436500;Tageswohnungseinbruch von unbaren Zahlungsmitteln;677;2015
436800;Tageswohnungseinbruch von Antiquitäten, Kunst- und sakralen Gegenständen;25;2015
440*00;Schwerer Diebstahl in/aus Boden-, Kellerräumen und Waschküchen;104700;2015
440000;Schwerer Diebstahl insg. in/aus Boden-, Kellerräumen, Waschküchen von sonstigem Gut;78750;2015
440010;Besonders schwerer Fall des Diebstahls in/aus Boden-, Kellerräumen, Waschküchen von sonstigem Gut;78463;2015
440020;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB in/aus Boden-, Kellerräumen, Waschküchen von sonstigem Gut;287;2015
440300;Schwerer Diebstahl insg. in/aus Boden-, Kellerräumen, Waschküchen von Fahrrädern;25950;2015
440310;Besonders schwerer Fall des Diebstahls in/aus Boden-, Kellerräumen, Waschküchen von Fahrrrädern;25718;2015
440320;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB in/aus Boden-, Kellerräumen, Waschküchen von Fahrrädern;232;2015
445*00;Schwerer Diebstahl in/aus überwiegend unbezogenen Neu- und Rohbauten, Baubuden und Baustellen;15548;2015
445000;Schwerer Diebstahl insg. in/aus überwiegend unbezogenen Neu- und Rohbauten, Baubuden und Baustellen von sonstigem Gut;15237;2015
445010;Besonders schwerer Fall des Diebstahls in/aus überwiegend unbezogenen Neu- und Rohbauten, Baubuden und Baustellen von sonstigem Gut;15010;2015
445020;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB in/aus überwiegend unbezogenen Neu- und Rohbauten, Baubuden und Baustellen von sonstigem Gut;227;2015
445100;Schwerer Diebstahl insg. in/aus überwiegend unbezogenen Neu- und Rohbauten, Baubuden und Baustellen von Kraftwagen;194;2015
445110;Besonders schwerer Fall des Diebstahls in/aus überwiegend unbezogenen Neu- und Rohbauten, Baubuden und Baustellen von Kraftwagen;186;2015
445120;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB in/aus überwiegend unbezogenen Neu- und Rohbauten, Baubuden und Baustellen von Kraftwagen;8;2015
445500;Schwerer Diebstahl insg. in/aus überwiegend unbezogenen Neu- und Rohbauten, Baubuden und Baustellen von unbaren Zahlungsmitteln;117;2015
445510;Besonders schwerer Fall des Diebstahls in/aus überwiegend unbezogenen Neu- und Rohbauten, Baubuden und Baustellen von unbaren Zahlungsmitteln;105;2015
445520;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB in/aus überwiegend unbezogenen Neu- und Rohbauten, Baubuden und Baustellen von unbaren Zahlungsmitteln;12;2015
450*00;Schwerer Diebstahl an/aus Kraftfahrzeugen;191807;2015
450000;Schwerer Diebstahl insg. an/aus Kraftfahrzeugen von sonstigem Gut;182082;2015
450010;Besonders schwerer Fall des Diebstahls an/aus Kraftfahrzeugen von sonstigem Gut;179571;2015
450020;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB an/aus Kraftfahrzeugen von sonstigem Gut;2511;2015
450500;Schwerer Diebstahl aus Kraftfahrzeugen von unbaren Zahlungsmitteln;9725;2015
450510;Besonders schwerer Fall des Diebstahls aus Kraftfahrzeugen von unbaren Zahlungsmitteln;9639;2015
450520;Schwerer Diebstahl gemäß §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB aus Kraftfahrzeugen von unbaren Zahlungsmitteln;86;2015
471000;Schwerer Diebstahl von Betäubungsmitteln aus Apotheken;172;2015
471010;Besonders schwerer Fall des Diebstahls von Betäubungsmitteln aus Apotheken;167;2015
471020;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB von Betäubungsmitteln aus Apotheken;5;2015
472000;Schwerer Diebstahl von Betäubungsmitteln aus Arztpraxen;80;2015
472010;Besonders schwerer Fall des Diebstahls von Betäubungsmitteln aus Arztpraxen;79;2015
472020;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB von Betäubungsmitteln aus Arztpraxen;1;2015
473000;Schwerer Diebstahl von Betäubungsmitteln aus Krankenhäusern;77;2015
473010;Besonders schwerer Fall des Diebstahls von Betäubungsmitteln aus Krankenhäusern;77;2015
473020;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB von Betäubungsmitteln aus Krankenhäusern;0;2015
474000;Schwerer Diebstahl von Betäubungsmitteln bei Herstellern und Großhändlern;0;2015
474010;Besonders schwerer Fall des Diebstahls von Betäubungsmitteln bei Herstellern und Großhändlern;0;2015
474020;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB von Betäubungsmitteln bei Herstellern und Großhändlern;0;2015
475000;Schwerer Diebstahl von Rezeptformularen zur Erlangung von Betäubungsmitteln;14;2015
475010;Besonders schwerer Fall des Diebstahls von Rezeptformularen zur Erlangung von Betäubungsmitteln;14;2015
475020;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB von Rezeptformularen zur Erlangung von Betäubungsmitteln;0;2015
490000;Schwerer Taschendiebstahl insg. von sonstigem Gut;3727;2015
490010;Besonders schwerer Fall des Taschendiebstahl von sonstigem Gut;2545;2015
490020;Schwerer Taschendiebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB von sonstigem Gut;1182;2015
490500;Schwerer Taschendiebstahl von unbaren Zahlungsmitteln;850;2015
490510;Besonders schwerer Fall des Taschendiebstahl von unbaren Zahlungsmitteln;633;2015
490520;Schwerer Taschendiebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB von unbaren Zahlungsmitteln;217;2015
****00;Diebstahl insgesamt und zwar:;2483694;2015
***100;Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme;36507;2015
***200;Diebstahl insgesamt von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme;25622;2015
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;335174;2015
***400;Diebstahl insgesamt von Schusswaffen;784;2015
***500;Diebstahl insgesamt von unbaren Zahlungsmitteln;153968;2015
***700;Diebstahl insgesamt von/aus Automaten;18611;2015
***800;Diebstahl insgesamt von Antiquitäten, Kunst- und sakralen Gegenständen;1770;2015
*05*00;Diebstahl insgesamt in/aus Banken, Sparkassen, Postfilialen und -agenturen und dgl.;4662;2015
*10*00;Diebstahl insgesamt in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;131636;2015
*15*00;Diebstahl insgesamt in/aus Gaststätten, Kantinen, Hotels und Pensionen;65433;2015
*25*00;Diebstahl insgesamt in/aus Kiosken, Warenhäusern, Verkaufsräumen, Selbstbedienungsläden, Schaufenstern, Schaukästen und Vitrinen darunter:;470043;2015
*26*00;Ladendiebstahl insgesamt;391401;2015
*35*00;Diebstahl insgesamt in/aus Wohnungen;221708;2015
*40*00;Diebstahl insgesamt in/aus Boden-, Kellerräumen und Waschküchen;117348;2015
*45*00;Diebstahl insgesamt in/aus überwiegend unbezogenen Neu- und Rohbauten, Baubuden und Baustellen;27105;2015
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;333248;2015
*71000;Diebstahl insgesamt von Betäubungsmitteln aus Apotheken;201;2015
*72000;Diebstahl insgesamt von Betäubungsmitteln aus Arztpraxen;106;2015
*73000;Diebstahl insgesamt von Betäubungsmitteln aus Krankenhäusern;324;2015
*74000;Diebstahl insgesamt von Betäubungsmitteln bei Herstellern und Großhändlern;19;2015
*75000;Diebstahl insgesamt von Rezeptformularen zur Erlangung von Betäubungsmitteln;136;2015
*90*00;Taschendiebstahl insgesamt;168142;2015
500000;Vermögens- und Fälschungsdelikte;1170121;2015
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;966326;2015
511000;Waren- und Warenkreditbetrug;306246;2015
511100;Betrügerisches Erlangen von Kfz;1753;2015
511200;Sonstiger Warenkreditbetrug;201987;2015
511201;Tankbetrug;79605;2015
511279;Weitere Arten des Warenkreditbetruges;122382;2015
511300;Warenbetrug;102506;2015
512000;Grundstücks- und Baubetrug;302;2015
513000;Beteiligungs- und Kapitalanlagebetrug;7895;2015
513100;Prospektbetrug § 264a StGB;35;2015
513200;Anlagebetrug gemäß § 263 StGB;7699;2015
513300;Betrug bei Börsenspekulationen;15;2015
513400;Beteiligungsbetrug;58;2015
513500;Kautionsbetrug;86;2015
513600;Umschuldungsbetrug;2;2015
514000;Geldkreditbetrug;5211;2015
514100;Kreditbetrug § 265b StGB;263;2015
514200;Subventionsbetrug § 264 StGB;462;2015
514300;Kreditbetrug § 263 StGB;4456;2015
514500;Wertpapierbetrug;30;2015
515000;Erschleichen von Leistungen § 265a StGB;279144;2015
515001;Beförderungserschleichung;275897;2015
515079;Sonstiges Erschleichen von Leistungen;3247;2015
516000;Betrug mittels rechtswidrig erlangter unbarer Zahlungsmittel;68783;2015
516200;Betrug mittels rechtswidrig erlangter Debitkarten ohne PIN (Lastschriftverfahren);18487;2015
516300;Betrug mittels rechtswidrig erlangter Debitkarten mit PIN;23790;2015
516400;Betrug mittels rechtswidrig erlangter Kreditkarten;8505;2015
516500;Betrug mittels rechtswidrig erlangter Daten von Zahlungskarten;14657;2015
516900;Betrug mittels rechtswidrig erlangter sonstige unbare Zahlungsmittel;3344;2015
517000;Sonstiger Betrug;298745;2015
517100;Leistungsbetrug;22999;2015
517200;Leistungskreditbetrug;36337;2015
517300;Arbeitsvermittlungsbetrug;120;2015
517400;Betrug z.N.v. Versicherungen und Versicherungsmissbrauch §§ 263, 265 StGB;4807;2015
517410;Betrug zum Nachteil von Versicherungen;4678;2015
517420;Versicherungsmissbrauch;129;2015
517500;Computerbetrug § 263a StGB (soweit nicht unter den Schlüssel 5163 bzw. 5179 zu erfassen);23562;2015
517600;Provisionsbetrug;1928;2015
517700;Betrug z.N.v. Sozialversicherungen und Sozialversicherungsträgern;3337;2015
517800;(Sonstiger) Sozialleistungsbetrug (soweit nicht unter Schl. 5177 zu erfassen);17743;2015
517900;Betrug mit Zugangsberechtigungen zu Kommunikationsdiensten;1878;2015
518100;Abrechnungsbetrug;5955;2015
518110;Abrechnungsbetrug im Gesundheitswesen;4457;2015
518179;Sonstiger Abrechnungsbetrug;1498;2015
518200;Einmietbetrug;8823;2015
518300;Kontoeröffnungs- und Überweisungsbetrug;24971;2015
518310;Kontoeröffnungsbetrug;2725;2015
518320;Überweisungsbetrug;22246;2015
518400;Zechbetrug;5523;2015
518800;Kreditvermittlungsbetrug;421;2015
518900;Sonstige weitere Betrugsarten;140341;2015
520000;Veruntreuungen §§ 266, 266a, 266b StGB;21602;2015
521000;Untreue § 266 StGB;7410;2015
521079;Sonstige Untreue;7195;2015
521100;Untreue bei Kapitalanlagegeschäften;215;2015
522000;Vorenthalten und Veruntreuen von Arbeitsentgelt § 266a StGB;12243;2015
523000;Missbrauch von Scheck- und Kreditkarten § 266b StGB;1949;2015
530000;Unterschlagung §§ 246, 247, 248a StGB;110801;2015
530079;Unterschlagung sonstiger Güter/Sachen gemäß §§ 246, 247, 248a StGB - ohne von Kfz;103600;2015
531000;Unterschlagung von Kfz gemäß §§ 246, 247 StGB;7201;2015
540000;Urkundenfälschung §§ 267-271, 273-279, 281 StGB;61955;2015
540001;Sonstige Urkundenfälschung gemäß § 267 StGB;44444;2015
540002;Mittelbare Falschbeurkundung;2737;2015
540003;Verändern von amtlichen Ausweisen;297;2015
540004;Urkundenunterdrückung, Veränderung einer Grenzbezeichnung § 274 StGB;651;2015
540005;Vorbereitung der Fälschung von amtlichen Ausweisen;83;2015
540006;Verschaffen von falschen amtlichen Ausweisen;1565;2015
540007;Fälschung von Gesundheitszeugnissen;28;2015
540008;Ausstellen unrichtiger Gesundheitszeugnisse;108;2015
540009;Gebrauch unrichtiger Gesundheitszeugnisse;79;2015
540010;Missbrauch von Ausweispapieren;2934;2015
541000;Fälschung technischer Aufzeichnungen § 268 StGB;876;2015
541001;Manipulation von Fahrtenschreibern und EG-Kontrollgeräten gemäß § 268 StGB;226;2015
541079;Sonstige Fälschung technischer Aufzeichnungen;650;2015
542000;Fälschung zur Erlangung von Betäubungsmitteln;966;2015
543000;Fälschung beweiserheblicher Daten, Täuschung im Rechtsverkehr bei Datenverarbeitung §§ 269, 270 StGB;7187;2015
543010;Fälschung beweiserheblicher Daten § 269 StGB;6904;2015
543020;Täuschung im Rechtsverkehr bei Datenverarbeitung § 270 StGB;283;2015
550000;Geld- und Wertzeichenfälschung, Fälschung von Zahlungskarten mit oder ohne Garantiefunktion, Schecks und Wechseln §§ 146-149, 151, 152, 152a, 152b StGB;4779;2015
550010;Gewerbs- und bandenmäßiges Geldfälschung gemäß § 146 Abs. 2 StGB;108;2015
550020;Wertpapierfälschung;5;2015
550030;Fälschung Geld-/Wertzeichen fremder Währungsgebiete;13;2015
551000;Geld- und Wertzeichenfälschung einschl. Vorbereitungshandlungen §§ 146 außer Abs. 1 Nr. 3, 148, 149 StGB;511;2015
551010;Geldfälschung (einschl. Vorbereitungshandlung) §§ 146 außer Abs. 1 Nr. 3 StGB;404;2015
551020;Wertzeichenfälschung;64;2015
551030;Vorbereitung der Fälschung von Geld und Wertzeichen;43;2015
552000;Inverkehrbringen von Falschgeld §§ 146 Abs. 1 Nr. 3, 147 StGB;2982;2015
552010;Inverkehrbringen von Falschgeld gemäß § 146 Abs. 1 Nr. 3 StGB;2027;2015
552020;Inverkehrbringen von Falschgeld gemäß § 147 StGB (nach gutgläubigem Erwerb);955;2015
553000;Fälschung von Zahlungskarten mit oder ohne Garantiefunktion, Schecks und Wechseln gemäß §§ 152a, 152b StGB;1160;2015
553100;Gebrauch falscher Zahlungskarten mit oder ohne Garantiefunktion, Schecks und Wechsel gemäß §§ 152a, 152b StGB;781;2015
553110;Gebrauch falscher Zahlungskarten ohne Garantiefunktion, Schecks und Wechsel;288;2015
553120;Gebrauch falscher Zahlungskarten mit Garantiefunktion;493;2015
553200;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten mit oder ohne Garantiefunktion, Schecks und Wechsel gemäß §§ 152a, 152b StGB;379;2015
553210;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten ohne Garantiefunktion, Schecks und Wechsel;145;2015
553220;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten mit Garantiefunktion;234;2015
560000;Insolvenzstraftaten §§ 283, 283a-d StGB;4658;2015
561000;Bankrott § 283 StGB;3334;2015
562000;Besonders schwerer Fall des Bankrotts § 283a StGB;44;2015
563000;Verletzung der Buchführungspflicht § 283b StGB;1149;2015
564000;Gläubigerbegünstigung § 283c StGB;92;2015
565000;Schuldnerbegünstigung § 283d StGB;39;2015
600000;Sonstige Straftatbestände (StGB);1095105;2015
610000;Erpressung § 253 StGB;6980;2015
610001;Schutzgelderpressung;97;2015
610079;Sonstige Erpressung;6490;2015
611000;Erpressung auf sexueller Grundlage;393;2015
620000;Widerstand gegen die Staatsgewalt und Straftaten gegen die öffentliche Ordnung §§ 111, 113, 114, 120, 121, 123-127, 129, 130-134, 136, 138, 140, 145, 145a, 145c, 145d StGB;135789;2015
620001;Störung des öffentlichen Friedens durch Androhung von Straftaten;2935;2015
620002;Bildung bewaffneter Gruppen;3;2015
620003;Bildung krimineller Vereinigungen;689;2015
620004;Anleitung zu Straftaten;21;2015
620005;Amtsanmaßung;1419;2015
620006;Missbrauch von Titeln, Berufsbezeichnungen, Abzeichen;842;2015
620007;Verwahrungsbruch;119;2015
620008;Verletzung amtlicher Bekanntmachungen;1;2015
620009;Verstrickungsbruch, Siegelbruch;835;2015
620010;Nichtanzeige geplanter Straftaten;24;2015
620011;Belohnung und Billigung von Straftaten;58;2015
620013;Missbrauch von Notrufen und Beeinträchtigung von Unfallverhütungs- und Nothilfemitteln;10587;2015
620014;Verstoß gegen Weisung während Führungsaufsicht;2257;2015
620015;Verstoß gegen das Berufsverbot;13;2015
621000;Widerstand gegen die Staatsgewalt §§ 111, 113, 114, 120, 121 StGB;21945;2015
621010;Öffentliche Aufforderung zu Straftaten;594;2015
621020;Widerstand gegen Vollstreckungsbeamte;20683;2015
621021;Widerstand gegen Polizeivollzugsbeamte;20258;2015
621029;Widerstand gegen Vollstreckungsbeamte (ohne Polizeivollzugsbeamte);425;2015
621030;Widerstand gegen gleichgestellte Personen;209;2015
621040;Gefangenenbefreiung;433;2015
621050;Gefangenenmeuterei;26;2015
622000;Hausfriedensbruch §§ 123, 124 StGB;77228;2015
622100;Hausfriedensbruch § 123 StGB;77146;2015
622200;Schwerer Hausfriedensbruch § 124 StGB;82;2015
623000;Landfriedensbruch §§ 125, 125a StGB;1961;2015
623010;Landfriedensbruch § 125 StGB;1216;2015
623020;Besonders schwerer Landfriedensbruch § 125a StGB;745;2015
624000;Vortäuschen einer Straftat § 145d StGB;10035;2015
624010;Vortäuschen einer Straftat gegen die sexuelle Selbstbestimmung;519;2015
624079;Vortäuschen einer sonstigen Straftat;6986;2015
624100;Vortäuschen eines Raubes;1009;2015
624200;Vortäuschen eines Diebstahls;1521;2015
624201;Vortäuschen eines Kfz-Diebstahls;457;2015
624279;Vortäuschen eines sonstigen Diebstahls;1064;2015
626000;Gewaltdarstellung § 131 StGB;304;2015
626079;Sonstige Gewaltdarstellung;237;2015
626100;"Gewaltdarstellung; Schriften an Personen unter 18 Jahren gem. § 131 Abs. 1 Nr. 3 StGB";67;2015
627000;Volksverhetzung § 130 StGB;4513;2015
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;29890;2015
630010;Begünstigung;180;2015
630020;Strafvereitelung;2621;2015
631000;Hehlerei von Kfz §§ 259-260a StGB;1271;2015
631079;Hehlerei von Kfz gemäß § 259 StGB;1075;2015
631100;Gewerbsmäßige Hehlerei von Kfz § 260 Abs. 1 Nr. 1 StGB;116;2015
631200;Bandenhehlerei von Kfz § 260 Abs. 1 Nr. 2 StGB;18;2015
631300;Gewerbsmäßige Bandenhehlerei von Kfz § 260a StGB;62;2015
632000;Sonstige Hehlerei §§ 259-260a StGB;16177;2015
632079;Sonstige Hehlerei § 259 StGB;14659;2015
632100;Sonstige gewerbsmäßige Hehlerei § 260 Abs. 1 Nr. 1 StGB;1242;2015
632200;Sonstige Bandenhehlerei § 260 Abs. 1 Nr. 2 StGB;69;2015
632300;Sonstige Gewerbsmäßige Bandenhehlerei § 260a StGB;207;2015
633000;Geldwäsche, Verschleierung unrechtmäßig erlangter Vermögenswerte § 261 StGB;9641;2015
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;19251;2015
640010;Fahrlässige Brandstiftung;6996;2015
640020;Fahrlässiges Herbeiführen einer Brandgefahr;493;2015
641000;(Vorsätzliche) Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306c, 306f Abs. 1 und 2 StGB;11762;2015
641010;Vorsätzliche Brandstiftung;8535;2015
641020;Schwere Brandstiftung;2686;2015
641030;Besonders schwere Brandstiftung;172;2015
641040;Brandstiftung mit Todesfolge;13;2015
641050;Vorsätzliches Herbeiführen einer Brandgefahr;356;2015
650000;Wettbewerbs-, Korruptions- und Amtsdelikte §§ 258a, 298-300, 331-353d, 355, 357 StGB;4790;2015
651000;Vorteilsannahme, Bestechlichkeit §§ 331, 332, 335 StGB;452;2015
651100;Vorteilsannahme § 331 StGB;196;2015
651200;Bestechlichkeit § 332 StGB;235;2015
651300;Bestechlichkeit - gewerbsmäßig oder als Mitglied einer Bande gemäß § 335 Abs. 2 Nr. 3 StGB;16;2015
651400;Alle sonstigen besonders schweren Fälle der Bestechlichkeit gemäß § 335 StGB;5;2015
