Schlüssel;Straftat;erfasste Fälle;Jahr
112100;Sexueller Übergriff und sexuelle Nötigung § 177 Abs. 1, 2, 4, 5, 9 StGB;6291;2018
112110;Sexueller Übergriff § 177 Abs. 1, 2 (ohne Nr. 1), 9 StGB;2520;2018
112120;Sexuelle Nötigung § 177 Abs. 5, 9 StGB;3109;2018
112130;Sexueller Übergriff an widerstandsunfähigen Personen § 177 Abs. 2 Nr. 1, Abs. 4, 9 StGB;662;2018
113000;Sexueller Missbrauch von Schutzbefohlenen pp., unter Ausnutzung einer Amtsstellung oder eines Vertrauensverhältnisses §§ 174, 174a-c StGB;638;2018
113010;Sexueller Missbrauch von Schutzbefohlenen ab 14 Jahren § 174 StGB;424;2018
113020;Sexueller Missbrauch von Gefangenen/Verwahrten usw. ab 14 Jahren § 174a StGB;36;2018
113030;Sexueller Missbrauch - Ausnutzung einer Amtsstellung zum Nachteil von Personen ab 14 Jahren § 174b StGB;3;2018
113040;Sexueller Missbrauch - Ausnutzung eines Beratungs-/Behandlungs-/Betreuungsverhältnisses zum Nachteil von Personen ab 14 Jahren § 174c StGB;175;2018
114000;Sexuelle Belästigung § 184i StGB;13742;2018
115000;Straftaten aus Gruppen § 184j StGB;47;2018
130000;Sexueller Missbrauch §§ 176, 176a, 176b, 182, 183, 183a StGB;21454;2018
131000;Sexueller Missbrauch von Kindern §§ 176, 176a, 176b StGB;12321;2018
131010;Sexuelle Handlungen § 176 Abs. 5 StGB;105;2018
131100;Sexuelle Handlungen § 176 Abs. 1 und 2 StGB;5357;2018
131200;Exhibitionistische/sexuelle Handlungen vor Kindern § 176 Abs. 4 Nr. 1 StGB;1574;2018
131300;Sexuelle Handlungen § 176 Abs. 4 Nr. 2 StGB;421;2018
131400;Einwirken auf Kinder § 176 Abs. 4 Nr. 3 und 4 StGB;2439;2018
131500;Vollzug des Beischlafs mit einem Kind oder Vornahme einer ähnlichen sexuellen Handlung § 176a Abs. 2 Nr. 1 StGB;930;2018
131600;Schwerer sexueller Missbrauch von Kindern zur Herstellung und Verbreitung pornographischer Schriften § 176a Abs. 3 StGB;174;2018
131700;Sonstiger schwerer sexueller Missbrauch von Kindern § 176a StGB;1321;2018
131800;Sexueller Missbrauch von Kindern mit Todesfolge § 176b StGB;0;2018
132000;Exhibitionistische Handlungen und Erregung öffentlichen Ärgernisses §§ 183, 183a StGB;8199;2018
132010;Exhibitionistische Handlungen § 183 StGB;7186;2018
132020;Erregung öffentlichen Ärgernisses § 183a StGB;1013;2018
133000;Sexueller Missbrauch von Jugendlichen § 182 StGB;934;2018
133100;Sexueller Missbrauch von Jugendlichen gegen Entgelt § 182 Abs. 2 StGB;220;2018
133700;Sonstiger Sexueller Missbrauch von Jugendlichen § 182 StGB;714;2018
140000;Ausnutzen sexueller Neigung §§ 180, 180a, 181a, 184, 184a, 184b, 184c, 184d, 184e, 184f, 184g StGB;12376;2018
140010;Ausübung der verbotenen Prostitution § 184f StGB;644;2018
140020;Jugendgefährdende Prostitution § 184g StGB;32;2018
141000;Förderung sexueller Handlungen Minderjähriger oder Ausbeuten von Prostituierten §§ 180, 180a StGB;125;2018
141100;Förderung sexueller Handlungen Minderjähriger § 180 StGB;96;2018
141110;Förderung sexueller Handlungen Minderjähriger durch Vermittlung oder gegen Entgelt § 180 Abs. 1, Nr. 1, Abs. 2 StGB;49;2018
141179;Sonstige Förderung sexueller Handlungen Minderjähriger § 180 StGB;47;2018
141200;Ausbeuten von Prostituierten § 180a StGB;29;2018
142000;Zuhälterei § 181a StGB;140;2018
143000;Verbreitung pornographischer Schriften (Erzeugnisse) §§ 184, 184a, 184b, 184c, 184d, 184e StGB;11435;2018
143010;Sonstige Verbreitung pornographischer Schriften (Erzeugnisse) § 184 StGB;1086;2018
143020;Verbreitung gewalt- oder tierpornographischer Schriften § 184a StGB;110;2018
143030;Zugänglichmachen pornographischer Inhalte mittels Rundfunk oder Telemedien;59;2018
143040;Veranstaltung und Besuch kinder- und jugendpornographischer Darbietungen § 184e StGB;0;2018
143100;Verbreitung pornographischer Schriften (Erzeugnisse) an Personen unter 18 Jahren § 184 Abs. 1 Nr. 1, 2, 5 StGB;1127;2018
143200;Verbreitung, Erwerb, Besitz und Herstellung kinderpornographischer Schriften § 184b StGB;7449;2018
143210;Verbreitung, Erwerb, Besitz und Herstellung von Kinderpornographie § 184b Abs. 1 StGB;3955;2018
143211;Verbreitung von Kinderpornographie § 184b Abs. 1 Nr. 1 StGB;3440;2018
143212;Besitzverschaffung für andere von Kinderpornographie § 184b Abs. 1 Nr. 2 StGB;319;2018
143213;Herstellung auch ohne Verbreitungsabsicht von Kinderpornographie mit tatsächlichem Geschehen § 184b Abs. 1 Nr. 3 StGB;117;2018
143214;Herstellung mit Verbreitungsabsicht von Kinderpornographie § 184b Abs. 1 Nr. 4 StGB;79;2018
143220;Verbreitung und Herstellung von Kinderpornographie gewerbs-/bandenmäßig § 184b Abs. 2 StGB;32;2018
143230;Besitz oder sich Verschaffen von Kinderpornographie § 184b Abs. 3 StGB;3462;2018
143500;Verbreitung, Erwerb, Besitz und Herstellung jugendpornographischer Schriften § 184c StGB;1604;2018
143510;Verbreitung, Erwerb, Besitz und Herstellung von Jugendpornographie § 184c Abs. 1 StGB;895;2018
143511;Verbreitung von Jugendpornographie § 184c Abs. 1 Nr. 1 StGB;646;2018
143512;Besitzverschaffung für andere von Jugendpornographie § 184c Abs. 1 Nr. 2 StGB;117;2018
143513;Herstellung auch ohne Verbreitungsabsicht mit tatsächlichem Geschehen von Jugendpornographie § 184c Abs. 1 Nr. 3 StGB;54;2018
143514;Herstellung mit Verbreitungsabsicht von Jugendpornographie § 184c Abs. 1 Nr. 4 StGB;78;2018
143520;Verbreitung und Herstellung von Jugendpornographie gewerbs-/bandenmäßig § 184c Abs. 2 StGB;10;2018
143530;Besitz oder sich Verschaffen von Jugendpornographie § 184c Abs. 3 StGB;699;2018
200000;Rohheitsdelikte und Straftaten gegen die persönliche Freiheit;787387;2018
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;36756;2018
210010;Sonstiger Raub § 249 StGB;2701;2018
210020;Sonstiger schwerer Raub § 250 StGB;836;2018
210030;Sonstiger Raub mit Todesfolge § 251 StGB;0;2018
210040;Räuberischer Diebstahl § 252 StGB;8306;2018
210050;Sonstige räuberische Erpressung § 255 StGB;2489;2018
211000;Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;91;2018
211100;Raub, räuberische Erpressung auf/gegen Geldinstitute (Banken/Sparkassen);60;2018
211110;Raub auf Geldinstitute (Banken/Sparkassen) § 249 StGB;4;2018
211120;Schwerer Raub auf Geldinstitute (Banken/Sparkassen) § 250 StGB;13;2018
211130;Raub mit Todesfolge auf Geldinstitute (Banken/Sparkassen) § 251 StGB;0;2018
211150;Räuberische Erpressung gegen Geldinstitute (Banken/Sparkassen) § 255 StGB;43;2018
211200;Raub, räuberische Erpressung auf/gegen Postfilialen und -agenturen;31;2018
211210;Raub auf Postfilialen und -agenturen § 249 StGB;1;2018
211220;Schwerer Raub auf Postfilialen und -agenturen § 250 StGB;18;2018
211230;Raub mit Todesfolge auf Postfilialen und -agenturen § 251 StGB;0;2018
211250;Räuberische Erpressung gegen Postfilialen und -agenturen § 255 StGB;12;2018
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;2687;2018
212010;Raub auf sonstige Zahlstellen oder Geschäfte § 249 StGB;227;2018
212020;Schwerer Raub auf sonstige Zahlstellen oder Geschäfte § 250 StGB;826;2018
212030;Raub mit Todesfolge auf sonstige Zahlstellen oder Geschäfte § 251 StGB;0;2018
212050;Räuberische Erpressung gegen sonstige Zahlstellen oder Geschäfte § 255 StGB;496;2018
212100;Raub, räuberische Erpressung auf/gegen Spielhallen;511;2018
212110;Raub auf Spielhallen § 249 StGB;64;2018
212120;Schwerer Raub auf Spielhallen § 250 StGB;282;2018
212130;Raub mit Todesfolge auf Spielhallen § 251 StGB;0;2018
212150;Räuberische Erpressung gegen Spielhallen § 255 StGB;165;2018
212200;Raub, räuberische Erpressung auf/gegen Tankstellen;627;2018
212210;Raub auf Tankstellen § 249 StGB;63;2018
212220;Schwerer Raub auf Tankstellen § 250 StGB;303;2018
212230;Raub mit Todesfolge auf Tankstellen § 251 StGB;0;2018
212250;Räuberische Erpressung gegen Tankstellen § 255 StGB;261;2018
213000;Raub, räuberische Erpressung auf/gegen Geld- und Werttransporte;76;2018
213100;Raub, räuberische Erpressung auf/gegen Geld- und Kassenboten;69;2018
213110;Raub auf Geld- und Kassenboten § 249 StGB;20;2018
213120;Schwerer Raub auf Geld- und Kassenboten § 250 StGB;41;2018
213130;Raub mit Todesfolge auf Geld- und Kassenboten § 251 StGB;0;2018
213150;Räuberische Erpressung gegen Geld- und Kassenboten § 255 StGB;8;2018
213200;Raub, räuberische Erpressung auf/gegen Spezialgeldtransportfahrzeuge;7;2018
213210;Raub auf Spezialgeldtransportfahrzeuge § 249 StGB;2;2018
213220;Schwerer Raub auf Spezialgeldtransportfahrzeuge § 250 StGB;5;2018
213230;Raub mit Todesfolge auf Spezialgeldtransportfahrzeuge § 251 StGB;0;2018
213250;Räuberische Erpressung gegen Spezialgeldtransportfahrzeuge § 255 StGB;0;2018
214000;Räuberischer Angriff auf Kraftfahrer § 316a StGB;181;2018
214079;Räuberischer Angriff auf sonstige Kraftfahrer;114;2018
214100;Beraubung von Taxifahrern;67;2018
216000;Handtaschenraub;1565;2018
216010;Handtaschenraub § 249 StGB;1448;2018
216020;Handtaschenraub § 250 StGB;101;2018
216030;Handtaschenraub mit Todesfolge § 251 StGB;0;2018
216050;Räuberische Erpressung bei Handtaschenraub § 255 StGB;16;2018
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;15391;2018
217010;Sonstiger Raub auf Straßen, Wegen oder Plätzen § 249 StGB;9620;2018
217020;Sonstiger schwerer Raub auf Straßen, Wegen oder Plätzen § 250 StGB;2647;2018
217030;Sonstiger Raub mit Todesfolge auf Straßen, Wegen oder Plätzen § 251 StGB;1;2018
217050;Sonstige räuberische Erpressung auf Straßen, Wegen oder Plätzen § 255 StGB;3123;2018
218000;Raub zur Erlangung von Betäubungsmitteln;130;2018
218010;Raub zur Erlangung von Betäubungsmitteln § 249 StGB;38;2018
218020;Schwerer Raub zur Erlangung von Betäubungsmitteln § 250 StGB;38;2018
218030;Raub mit Todesfolge zur Erlangung von Betäubungsmitteln § 251 StGB;0;2018
218050;Räuberische Erpressung zur Erlangung von Betäubungsmitteln § 255 StGB;54;2018
219000;Raubüberfälle in Wohnungen;2303;2018
219010;Raub in Wohnungen § 249 StGB;1031;2018
219020;Schwerer Raub in Wohnungen § 250 StGB;637;2018
219030;Raub mit Todesfolge in Wohnungen § 251 StGB;0;2018
219050;Räuberische Erpressung in Wohnungen § 255 StGB;635;2018
220000;Körperverletzung §§ 223-227, 229, 231 StGB;554635;2018
221000;Körperverletzung mit Todesfolge §§ 227, 231 StGB;88;2018
221010;Körperverletzung mit Todesfolge § 227 StGB;88;2018
221020;Beteiligung an einer Schlägerei mit Todesfolge § 231 StGB;0;2018
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;136727;2018
222010;Sonstige Tatörtlichkeit bei gefährlicher Körperverletzung § 224 StGB;75176;2018
222020;Sonstige Tatörtlichkeit bei schwerer Körperverletzung § 226 StGB;328;2018
222030;Sonstige Tatörtlichkeit bei Beteiligung an einer Schlägerei ohne Todesfolge § 231 StGB;25;2018
222040;Verstümmelung weiblicher Genitalien § 226a StGB;4;2018
222100;Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen;61194;2018
222110;Gefährliche Körperverletzung gemäß § 224 StGB auf Straßen, Wegen oder Plätzen;60989;2018
222120;Schwere Körperverletzung auf Straßen, Wegen oder Plätzen § 226 StGB;163;2018
222130;Beteiligung an einer Schlägerei ohne Todesfolge auf Straßen, Wegen oder Plätzen § 231 StGB;42;2018
223000;Misshandlung von Schutzbefohlenen § 225 StGB;4621;2018
223001;Misshandlung Schutzbefohlener ab 14 Jahren;1134;2018
223100;Misshandlung von Kindern;3487;2018
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;389791;2018
225000;Fahrlässige Körperverletzung § 229 StGB;23408;2018
230000;Straftaten gegen die persönliche Freiheit §§ 232-233a, 234, 235, 236, 237, 238-239b, 240, 241, 316c StGB;195996;2018
231000;Menschenraub, Entziehung Minderjähriger, Kinderhandel §§ 234, 235, 236 StGB;1603;2018
231100;Menschenraub § 234 StGB;0;2018
231200;Entziehung Minderjähriger § 235 StGB;1591;2018
231210;Entziehung Minderjähriger gegen Entgelt oder in Bereicherungsabsicht § 235 Abs. 4 Nr. 2 StGB;12;2018
231279;Sonstige Entziehung Minderjähriger § 235 StGB;1579;2018
231300;Kinderhandel § 236 StGB;12;2018
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;193671;2018
232100;Freiheitsberaubung § 239 StGB;4495;2018
232200;Nötigung § 240 StGB;66881;2018
232201;Nötigung im Straßenverkehr § 240 Abs. 1 StGB;30502;2018
232279;Sonstige Nötigung § 240 Abs. 1 und 4 StGB;36379;2018
232300;Bedrohung § 241 StGB;103260;2018
232400;Nachstellung (Stalking) § 238 StGB;18960;2018
232410;Nachstellung (Stalking) § 238, Abs. 1 StGB;18819;2018
232420;Nachstellung (Stalking) § 238, Abs. 2 StGB;135;2018
232430;Nachstellung (Stalking) § 238, Abs. 3 StGB;6;2018
232500;Zwangsheirat § 237 StGB;75;2018
233000;Erpresserischer Menschenraub § 239a StGB;68;2018
233079;Sonstiger erpresserischer Menschenraub;66;2018
233100;Erpresserischer Menschenraub i.V.m. Raubüberfall auf Geldinstitute, Postfilialen und -agenturen;0;2018
233200;Erpresserischer Menschenraub i.V.m. Raubüberfall auf sonstige Zahlstellen und Geschäfte;2;2018
233300;Erpresserischer Menschenraub i.V.m. Raubüberfall auf Geld- und Werttransporte;0;2018
234000;Geiselnahme § 239b StGB;33;2018
234079;Sonstige Geiselnahme;31;2018
234100;Geiselnahme i.V.m. Raubüberfall auf Geldinstitute, Postfilialen und -agenturen;0;2018
234200;Geiselnahme i.V.m. Raubüberfall auf sonstige Zahlstellen und Geschäfte;2;2018
234300;Geiselnahme i.V.m. Raubüberfall auf Geld- und Werttransporte;0;2018
235000;Angriff auf den Luft- und Seeverkehr § 316c StGB;0;2018
239000;Menschenhandel, Zwangsprostitution, Zwangsarbeit, Ausbeutung der Arbeitskraft und Ausbeutung unter Ausnutzung einer Freiheitsberaubung §§ 232, 232a, 232b, 233, 233a StGB;621;2018
239100;Menschenhandel § 232 StGB;339;2018
239110;Handel zum Zweck der Ausbeutung bei Ausübung der Prostitution, der Vornahme sexueller Handlungen § 232 Abs. 1, Nr. 1a, Abs. 2 in Bezug auf Abs. 1 Nr. 1a, Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1, Nr. 1a, Abs. 4 in Bezug auf Abs. 1 Nr. 1a StGB;272;2018
239120;Handel zum Zweck der Ausbeutung durch eine Beschäftigung § 232 StGB Abs. 1, Nr. 1 b), Abs. 2 in Bezug auf Abs. 1 Nr. 1b), Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1, Nr. 1b), Abs. 4 in Bezug auf Abs. 1 Nr. 1b) StGB;31;2018
239130;Handel zum Zweck der Ausbeutung bei der Ausübung der Bettelei § 232 Abs. 1, Nr. 1 c), Abs. 2 in Bezug auf Abs. 1, Nr. 1 c), Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1, Nr. 1c), Abs. 4 in Bezug auf Abs. 1, Nr. 1c) StGB;2;2018
239140;Handel zum Zweck der Ausbeutung bei der Begehung von mit Strafe bedrohten Handlungen § 232 StGB Abs. 1, Nr. 1d), Abs. 2 in Bezug auf Abs. 1 Nr. 1d), Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1, Nr. 1d), Abs. 4 in Bezug auf Abs. 1 Nr. 1d) StGB;31;2018
239150;Handel zum Zweck des Haltens einer Person in Sklaverei, Leibeigenschaft, Schuldknechtschaft o.ä. § 232 Abs. 1, Nr. 2, Abs. 2 in Bezug auf Abs. 1 Nr. 2, Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1, Nr. 2, Abs. 4 in Bezug auf Abs. 1, Nr. 2 StGB;3;2018
239160;Handel zum Zweck der rechtswidrigen Organentnahme § 232 Abs. 1, Nr. 3, Abs. 2 in Bezug auf Abs. 1, Nr. 3, Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1, Nr. 3, Abs. 4 in Bezug auf Abs. 1, Nr. 3 StGB;0;2018
239200;Zwangsprostitution § 232a StGB;238;2018
239210;Veranlassen zur Aufnahme oder Fortsetzung der Prostitution oder zu sexuellen Handlungen, durch die eine Person ausgebeutet wird § 232a Abs. 1 bis 5 StGB;230;2018
239220;Entgeltliche Inanspruchnahme sexueller Handlungen eines Menschenhandelsopfers unter Ausnutzung der Zwangslage oder Hilflosigkeit § 232a Abs. 6 StGB;8;2018
239300;Zwangsarbeit § 232b StGB;6;2018
239310;Veranlassen zur Aufnahme einer ausbeuterischen Beschäftigung § 232b Abs. 1, Nr. 1, Abs. 2 in Bezug auf Abs. 1, Nr. 1, Abs. 3 Nr. 1, Abs. 4 Nr. 1 StGB;2;2018
239320;Veranlassen sich in Sklaverei, Leibeigenschaft, Schuldknechtschaft o.ä. zu begeben § 232b Abs. 1, Nr. 2, Abs. 2 in Bezug auf Abs. 1, Nr. 2, Abs. 3 Nr. 2, Abs. 4 Nr. 2 StGB;2;2018
239330;Veranlassen zur Aufnahme oder Fortsetzung der Bettelei, durch die die Person ausgebeutet wird § 232b Abs. 1, Nr. 3, Abs. 2 in Bezug auf Abs. 1, Nr. 3, Abs. 3 Nr. 3, Abs. 4 Nr. 3 StGB;2;2018
239400;Ausbeutung der Arbeitskraft § 233 StGB;19;2018
239410;Ausbeutung durch eine Beschäftigung § 233 Abs. 1, Nr. 1, Abs. 2 in Fällen von Abs. 1 Nr. 1, Abs. 3 in Fällen von Abs. 1 Nr. 1, Abs. 4 in Bezug auf Abs. 1, Nr. 1, Abs. 5 in Bezug auf Abs. 1 Nr. 1 StGB;14;2018
239420;Ausbeutung bei der Ausübung der Bettelei § 233 Abs. 1, Nr. 2, Abs. 2 in Fällen von Abs. 1 Nr. 2, Abs. 3 in Fällen von Abs. 1 Nr. 2, Abs. 4 in Bezug auf Abs. 1, Nr. 2 StGB;1;2018
239430;Ausbeutung bei der Begehung von mit Strafe bedrohten Handlungen § 233 Abs. 1, Nr. 3, Abs. 2 in Fällen von Abs. 1 Nr. 3, Abs. 3 in Fällen von Abs. 1 Nr. 3, Abs. 4 in Bezug auf Abs. 1, Nr. 3 StGB;4;2018
239500;Ausbeutung unter Ausnutzung einer Freiheitsberaubung § 233a StGB;19;2018
239510;Ausbeutung bei Ausübung der Prostitution § 233a Abs. 1, Nr. 1, Abs. 2 in Bezug auf Abs. 1 Nr. 1, Abs. 3 in Bezug auf Abs. 1 Nr. 1, Abs. 4 in Bezug auf Abs. 1 Nr. 1 StGB;14;2018
239520;Ausbeutung durch eine Beschäftigung nach § 232 Abs. 1 Satz 2 StGB (gem. § 233a Abs. 1, Nr. 2, Abs. 2 in Bezug auf Abs. 1 Nr. 2, Abs. 3 in Bezug auf Abs. 1 Nr. 2, Abs. 4 in Bezug auf Abs. 1 Nr. 2 StGB);4;2018
239530;Ausbeutung bei der Ausübung der Bettelei § 233a Abs. 1, Nr. 3, Abs. 2 in Bezug auf Abs. 1 Nr. 3, Abs. 3 in Bezug auf Abs. 1 Nr. 3, Abs. 4 in Bezug auf Abs. 1 Nr. 3 StGB;0;2018
239540;Ausbeutung bei der Begehung von mit Strafe bedrohten Handlungen § 233a Abs. 1, Nr. 4, Abs. 2 in Bezug auf Abs. 1 Nr. 4, Abs. 3 in Bezug auf Abs. 1 Nr. 4, Abs. 4 in Bezug auf Abs. 1 Nr. 4 StGB;1;2018
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;1082478;2018
3.00E+100;Einfacher Diebstahl von Kraftwagen einschl. unbefugte Ingebrauchnahme;6662;2018
3.00E+200;Einfacher Diebstahl von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme;4185;2018
3.00E+300;Einfacher Diebstahl von Fahrrädern einschl. unbefugte Ingebrauchnahme;46637;2018
3**400;Einfacher Diebstahl von Schusswaffen;179;2018
3**500;Einfacher Diebstahl von unbaren Zahlungsmitteln;95640;2018
3**700;Einfacher Diebstahl von/aus Automaten;1565;2018
3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;775;2018
300000;Sonstiger einfacher Diebstahl §§ 242, 247, 248a-c StGB;299640;2018
300010;Sonstiger einfacher Diebstahl §§ 242, 247, 248a StGB;294977;2018
300040;Unbefugter Gebrauch eines sonstigen Fahrzeuges § 248b StGB;1022;2018
300050;Entziehung elektrischer Energie § 248c StGB;3641;2018
300100;Einfacher Diebstahl von Kraftwagen einschl. unbefugter Ingebrauchnahme;6481;2018
300110;Einfacher Diebstahl von Kraftwagen;3201;2018
300140;Unbefugter Gebrauch von Kraftwagen;3280;2018
300200;Einfacher Diebstahl von Mopeds und Krafträdern einschl. unbefugter Ingebrauchnahme;4118;2018
300210;Einfacher Diebstahl von Mopeds und Krafträdern;3629;2018
300240;Unbefugter Gebrauch von Mopeds und Krafträdern;489;2018
300300;Einfacher Diebstahl von Fahrrädern einschl. unbefugter Ingebrauchnahme;42294;2018
300310;Einfacher Diebstahl von Fahrrädern;41026;2018
300340;Unbefugter Gebrauch von Fahrrädern;1268;2018
300400;Einfacher Diebstahl von Schusswaffen;84;2018
300500;Einfacher Diebstahl von unbaren Zahlungsmitteln;33609;2018
300700;Einfacher Diebstahl von/aus Automaten;1286;2018
300800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;630;2018
305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;2788;2018
305000;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen von sonstigem Gut;2546;2018
305500;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen von unbaren Zahlungsmitteln;242;2018
310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;33712;2018
310000;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von sonstigem Gut;29179;2018
310100;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Kraftwagen;113;2018
310200;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Mopeds und Krafträdern;67;2018
310300;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Fahrrädern;565;2018
310400;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Schusswaffen;13;2018
310500;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von unbaren Zahlungsmitteln;3602;2018
310700;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von/aus Automaten;110;2018
310800;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Antiquitäten, Kunst- und sakralen Gegenständen;63;2018
315*00;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;25225;2018
315000;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen von sonstigem Gut;19475;2018
315500;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen von unbaren Zahlungsmitteln;5581;2018
315700;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen von/aus Automaten;169;2018
325*00;Einfacher Diebstahl in/aus Kiosken, Warenhäusern, Verkaufsräumen, Selbstbedienungsläden, Schaufenstern, Schaukästen und Vitrinen darunter:;344253;2018
325000;Einfacher Diebstahl in/aus Kiosken, Warenh., Verkaufsräumen pp. von sonstigem Gut;18999;2018
325300;Einfacher Diebstahl in/aus Kiosken, Warenh., Verkaufsräumen pp. von Fahrrädern;156;2018
325500;Einfacher Diebstahl in/aus Kiosken, Warenh., Verkaufsräumen pp. von unbaren Zahlungsmitteln;8145;2018
326*00;Einfacher Ladendiebstahl;316953;2018
326000;Einfacher Ladendiebstahl von sonstigem Gut;316697;2018
326300;Einfacher Ladendiebstahl von Fahrrädern;256;2018
